,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,NDVI_slope,NDVI_intercept,NDVI_rvalue,NDVI_pvalue,NDMI_slope,NDMI_intercept,NDMI_rvalue,NDMI_pvalue,NBR_slope,NBR_intercept,NBR_rvalue,NBR_pvalue,label
52064,-0.02,-0.05,-0.07,-0.06,-0.13,-0.07,0.28,0.12,0.14,0.16,0.08,0.15,0.46,0.36,0.39,0.39,0.36,0.42,19893.36,513.82,0.008999999999999998,0.35700000000000004,0.5669467095138406,0.3189317919127756,-0.010000000000000002,-0.045999999999999985,-0.5050762722761055,0.3854143419217901,-1.3877787807814458e-18,0.13,-6.938893903907227e-17,1.0,1.0
12882,-0.0,-0.05,-0.04,0.01,0.05,0.11,0.27,0.21,0.2,0.3,0.36,0.41,0.39,0.41,0.4,0.48,0.51,0.51,1192315.49,447.51,0.031000000000000007,0.369,0.9149360709564808,0.02939893413741834,0.041000000000000016,-0.10700000000000004,0.9795278892633682,0.003505416647877396,0.056,0.12799999999999995,0.9643712264456068,0.008029721090567044,2.0
31993,-0.03,0.08,-0.08,0.09,-0.02,-0.12,0.28,0.38,0.24,0.39,0.19,0.04,0.44,0.46,0.41,0.55,0.27,0.2,3027.14,444.33,-0.06599999999999999,0.5760000000000001,-0.7347861992119239,0.1572707491838535,-0.034,0.09199999999999997,-0.5730698830937556,0.3125260975558193,-0.073,0.467,-0.7951711167342957,0.10779671702674404,2.0
8983,0.24,-0.12,-0.0,0.12,0.06,0.1,0.44,0.07,0.2,0.36,0.31,0.4,0.36,0.22,0.33,0.45,0.4,0.53,3197.81,610.17,0.069,0.179,0.9243650932160696,0.02468469543087577,0.05,-0.11800000000000002,0.8189022276005229,0.08995793561988047,0.07700000000000001,0.03699999999999992,0.910748476141195,0.0315759213661565,2.0
3135,-0.05,-0.1,-0.08,0.01,0.03,0.06,0.09,0.05,0.12,0.21,0.21,0.34,0.2,0.3,0.37,0.33,0.32,0.5,18819.33,690.19,0.035,0.259,0.6901326308844616,0.1971527582774087,0.04300000000000001,-0.14500000000000002,0.9683113005887471,0.0067393082151420616,0.067,-0.015000000000000013,0.9698946979249172,0.0062420520819291316,1.0
24044,0.08,0.11,0.16,0.27,0.25,0.23,0.35,0.44,0.47,0.54,0.58,0.49,0.43,0.58,0.57,0.54,0.66,0.33,85222.18,294.43,-0.04099999999999998,0.659,-0.5252957769826669,0.3633501785791857,0.033,0.105,0.7795517255815312,0.12005616371668708,0.021,0.4409999999999999,0.5934950898914325,0.2914029167078765,2.0
20637,-0.08,-0.01,0.02,-0.02,0.05,0.0,0.14,0.23,0.32,0.25,0.35,0.29,0.33,0.41,0.47,0.34,0.5,0.35,27231.73,423.71,-0.008999999999999998,0.441,-0.20064508293046934,0.7462553816854918,0.005000000000000001,-0.007000000000000003,0.2849014411490949,0.6422210727278888,0.01499999999999999,0.243,0.4821182598999186,0.41083533467664896,1.0
40670,-0.09,0.11,0.08,0.18,0.18,0.22,0.17,0.43,0.41,0.52,0.52,0.57,0.4,0.58,0.59,0.66,0.63,0.66,8122.68,429.62,0.020000000000000014,0.564,0.8362420100070908,0.07756597702745084,0.031999999999999994,0.05800000000000001,0.8834522085987722,0.04691892695501956,0.039,0.373,0.914174100330066,0.029791330523085687,1.0
50241,-0.03,-0.1,-0.09,-0.04,0.03,0.05,0.17,0.04,0.04,0.11,0.22,0.2,0.18,0.19,0.19,0.23,0.24,0.39,8520.52,575.53,0.045000000000000005,0.113,0.8615695287009191,0.06052732839708137,0.04200000000000001,-0.15600000000000006,0.9738516810963536,0.005055786709214735,0.05,-0.028,0.924026588693216,0.02484930142645932,1.0
24341,0.08,0.05,0.13,0.16,0.22,0.23,0.36,0.35,0.44,0.34,0.56,0.56,0.36,0.5,0.57,0.28,0.63,0.67,400606.96,369.8,0.04000000000000002,0.41,0.4112580605763326,0.4915296668022237,0.045000000000000005,0.02299999999999996,0.970946667004732,0.0059186962101450994,0.054000000000000034,0.2879999999999999,0.7927472963448499,0.10967297548668148,2.0
51452,-0.17,0.03,0.04,0.09,0.06,0.06,-0.09,0.26,0.28,0.32,0.27,0.27,0.18,0.44,0.46,0.52,0.44,0.47,65169.61,515.06,0.003999999999999992,0.4540000000000001,0.19245008972987485,0.7564860138154742,0.008,0.032000000000000015,0.5494422557947561,0.33742334458435946,0.0010000000000000009,0.27699999999999997,0.06741998624632428,0.914223283478644,1.0
3654,-0.01,0.03,0.04,0.09,0.13,0.12,0.26,0.21,0.31,0.37,0.43,0.42,0.33,0.22,0.45,0.46,0.52,0.56,54361.43,475.68,0.07500000000000001,0.217,0.8984774722176755,0.03823410262125432,0.027000000000000003,0.000999999999999987,0.9383148632568364,0.01821985474322238,0.054000000000000006,0.18599999999999994,0.9417331436604603,0.01673530596582294,2.0
20967,-0.03,0.02,0.05,-0.03,0.02,0.13,0.12,0.23,0.29,0.18,0.22,0.39,0.31,0.29,0.47,0.44,0.24,0.44,97549.72,631.01,0.007000000000000006,0.355,0.1068484394027162,0.8642156458589093,0.019000000000000003,-0.01900000000000001,0.5099867207402681,0.3800272682905199,0.025,0.187,0.484001932913979,0.4087353557864067,1.0
55124,0.07,0.12,0.19,0.21,0.23,0.27,0.35,0.38,0.47,0.48,0.52,0.56,0.49,0.54,0.58,0.59,0.66,0.63,15573.43,288.31,0.026,0.522,0.8865926413116155,0.045057437223500994,0.03400000000000001,0.10199999999999998,0.9686648999069228,0.006627177487725233,0.041000000000000016,0.359,0.9642388900931872,0.008074337746916413,2.0
3590,0.23,0.2,0.05,0.14,0.18,0.2,0.54,0.41,0.33,0.42,0.48,0.5,0.57,0.44,0.49,0.51,0.58,0.59,28076.67,332.67,0.038999999999999986,0.405,0.9786769457955664,0.003725752578927639,0.013,0.115,0.3258155596261056,0.5926199241048025,0.033,0.329,0.7804232202366637,0.11936176815777735,2.0
745,0.07,0.01,0.25,0.08,0.15,0.11,0.23,0.17,0.48,0.32,0.45,0.39,0.24,0.37,0.38,0.44,0.47,0.4,148372.97,615.4,0.015000000000000003,0.36700000000000005,0.5637345210021218,0.32230536168926405,0.010000000000000002,0.09,0.17789201674120506,0.7747012011027931,0.041000000000000016,0.239,0.5246073156422901,0.36409626070760137,1.0
36116,0.16,0.17,0.12,0.15,0.2,0.21,0.48,0.51,0.36,0.44,0.5,0.53,0.47,0.58,0.44,0.56,0.6,0.59,129714.91,349.6,0.018000000000000002,0.5,0.4350314200705487,0.4641048670666325,0.015999999999999997,0.12200000000000005,0.6885303726590962,0.19863067005158871,0.018000000000000006,0.4139999999999999,0.4120816918460671,0.4905739701956278,2.0
18313,0.03,-0.13,0.24,0.15,0.09,0.12,0.36,0.12,0.57,0.49,0.43,0.35,0.47,0.39,0.56,0.51,0.52,0.27,153062.73,260.57,-0.028000000000000004,0.534,-0.3721772441459455,0.5373083556637684,0.035,-0.01100000000000001,0.4032857612220657,0.5008002878175295,0.032,0.29600000000000004,0.29398654582985073,0.6311487515665462,1.0
17514,0.03,0.0,0.03,0.05,0.07,0.05,0.21,0.24,0.26,0.34,0.32,0.33,0.18,0.23,0.28,0.36,0.23,0.35,27363.66,346.94,0.018999999999999996,0.23300000000000004,0.4779968751552962,0.4154386390698383,0.014000000000000002,-0.0020000000000000087,0.8366600265340756,0.07727428998754557,0.02400000000000001,0.22600000000000006,0.8443170536763503,0.07199202118147494,1.0
13472,-0.04,-0.0,-0.03,0.01,0.01,0.03,0.15,0.22,0.21,0.31,0.29,0.34,0.33,0.42,0.42,0.48,0.49,0.5,19364.47,430.5,0.02300000000000001,0.3929999999999999,0.9327731715018848,0.020711865478628296,0.010000000000000002,-0.02600000000000001,0.7216878364870323,0.16869979193830373,0.032000000000000015,0.17800000000000002,0.8902638145194516,0.04291189578388439,1.0
48091,0.06,0.03,-0.12,-0.06,0.14,0.14,0.36,0.31,-0.01,0.12,0.37,0.38,0.45,0.51,0.31,0.43,0.3,0.63,13104.7,599.94,0.023,0.3670000000000001,0.26122873899394644,0.6712158100591962,0.048,-0.118,0.6488856845230501,0.2361536773866406,0.052000000000000005,0.07799999999999996,0.4784555806285563,0.41492571201311096,1.0
37062,0.02,-0.08,0.07,0.07,0.06,0.08,0.15,0.15,0.35,0.37,0.35,0.34,0.22,0.41,0.53,0.53,0.48,0.46,9082.55,765.75,0.0050000000000000044,0.467,0.1559457153879514,0.8022514936479217,0.031,-0.053,0.7266512079546679,0.16434170353905053,0.038000000000000006,0.198,0.6587064830174597,0.2266922085704464,1.0
10158,0.08,0.19,0.21,0.24,0.2,0.16,0.35,0.51,0.53,0.55,0.53,0.44,0.48,0.62,0.64,0.54,0.61,0.62,20963.87,268.92,-0.003000000000000003,0.6150000000000001,-0.12329924047901812,0.8434092206120898,-0.0069999999999999975,0.221,-0.3796283011826483,0.5285171863688883,-0.014000000000000002,0.5539999999999999,-0.5188745216627707,0.37032323829481983,2.0
40777,-0.12,0.01,-0.04,0.08,0.21,0.2,0.12,0.28,0.25,0.4,0.54,0.5,0.31,0.42,0.43,0.55,0.58,0.59,41898.62,615.78,0.049,0.36700000000000005,0.9374664464468916,0.01859462196013097,0.06300000000000001,-0.09700000000000006,0.8920256180670436,0.04189411695616065,0.073,0.17500000000000004,0.8963974271529975,0.039402414884096085,2.0
35218,0.14,0.08,-0.01,-0.02,0.06,0.08,0.49,0.4,0.28,0.27,0.37,0.4,0.47,0.47,0.43,0.46,0.53,0.53,17501.94,396.31,0.022000000000000016,0.4179999999999999,0.7817359599705719,0.1183180738041319,0.007000000000000001,0.016999999999999994,0.2249885212866288,0.715971204188557,0.008999999999999998,0.3170000000000001,0.22143052408730526,0.7203870900541373,2.0
47471,-0.3,-0.08,-0.14,-0.06,-0.01,-0.1,-0.22,0.11,0.07,0.14,0.06,0.17,0.27,0.41,0.31,0.32,0.17,0.44,13481.47,737.52,-0.007999999999999997,0.3539999999999999,-0.11979054964709593,0.8478435005634857,0.009000000000000001,-0.105,0.2954394739343757,0.6293809891766573,0.011000000000000005,0.07700000000000001,0.3750968867087605,0.5338601860367319,1.0
24491,-0.01,0.0,0.07,0.08,0.16,0.2,0.29,0.29,0.25,0.38,0.48,0.52,0.43,0.45,0.28,0.53,0.59,0.63,95037.73,477.71,0.06699999999999999,0.29500000000000004,0.7649279069398845,0.13188514383443112,0.049000000000000016,-0.04500000000000001,0.9823605012116664,0.002804857257355376,0.069,0.177,0.9344824878916042,0.019932199078053315,2.0
28825,0.11,-0.04,0.06,0.09,0.16,0.07,0.29,0.22,0.3,0.4,0.43,0.37,0.14,0.4,0.23,0.39,0.39,0.48,342409.83,411.28,0.031999999999999994,0.28200000000000003,0.5563745139365767,0.3300688264847878,0.032000000000000015,-0.028000000000000025,0.7036791954136681,0.1847834803585849,0.043,0.215,0.8051813277436236,0.1001527214126692,1.0
50453,0.01,-0.01,-0.12,-0.13,-0.08,-0.13,0.29,0.25,0.05,-0.07,-0.04,-0.1,0.41,0.38,0.14,0.06,0.07,0.07,96184.03,484.21,-0.06899999999999999,0.35100000000000003,-0.8036305303434246,0.10132575324919976,-0.020000000000000004,-0.03399999999999999,-0.6166264159782074,0.2679553686071973,-0.07900000000000001,0.2550000000000001,-0.8839100324230557,0.04664606861927705,2.0
56264,-0.03,0.04,0.04,0.05,0.06,0.06,0.23,0.29,0.27,0.28,0.29,0.3,0.33,0.42,0.43,0.43,0.45,0.43,26535.2,277.88,0.0040000000000000036,0.42,0.5773502691896258,0.3080680092503569,0.005999999999999999,0.032,0.9486832980505138,0.013846832988859059,0.0039999999999999975,0.27399999999999997,0.5547001962252297,0.3318414060545021,2.0
23746,-0.12,-0.07,-0.05,0.03,0.06,0.03,-0.04,0.08,0.17,0.3,0.34,0.27,0.2,0.37,0.47,0.53,0.49,0.42,9148.2,904.28,0.012,0.42,0.3046038495400857,0.6182501281981125,0.031,-0.09300000000000001,0.8664763412811685,0.05738203427130334,0.055000000000000014,0.067,0.8228224021385518,0.08710727877463545,1.0
36911,-0.03,-0.03,0.05,0.05,0.14,0.08,0.13,0.21,0.32,0.34,0.45,0.4,0.26,0.38,0.48,0.53,0.52,0.56,3197806.04,626.82,0.04000000000000002,0.374,0.9053574604251854,0.03445085416185282,0.031,-0.03499999999999999,0.7982906140681372,0.105396388698897,0.051,0.191,0.8888741223290809,0.04372016282816479,1.0
52701,0.09,0.04,0.17,0.28,0.33,0.33,0.29,0.32,0.5,0.53,0.63,0.64,0.35,0.47,0.61,0.58,0.73,0.71,239832.94,426.76,0.06,0.44,0.9004503377814962,0.037136406300940325,0.07400000000000001,0.008000000000000063,0.9382887892808012,0.018231335333997463,0.07700000000000001,0.293,0.9412668397422308,0.016935396036997494,2.0
57290,-0.14,-0.02,-0.16,0.13,-0.17,-0.02,0.13,0.21,0.1,0.16,0.12,0.24,0.35,0.37,0.39,0.08,0.41,0.41,13891.77,283.2,0.009999999999999992,0.302,0.1114694905169274,0.8583671053944887,-0.0010000000000000002,-0.045,-0.012837404149077424,0.9836553583390282,0.007999999999999998,0.142,0.21442250696755893,0.7290954950215889,2.0
19693,0.07,0.02,0.18,0.05,0.04,-0.03,0.34,0.3,0.47,0.33,0.34,0.15,0.37,0.41,0.41,0.43,0.44,0.32,3733.33,318.5,-0.01499999999999999,0.447,-0.4977924836999788,0.3934381416225811,-0.024000000000000004,0.124,-0.4870649750809194,0.4053259194028753,-0.043,0.447,-0.5947037350792536,0.2901650427581636,1.0
22907,0.11,0.2,0.23,0.16,0.16,0.18,0.43,0.53,0.55,0.5,0.45,0.52,0.52,0.59,0.66,0.54,0.49,0.65,13314.61,324.75,-0.004999999999999994,0.6010000000000001,-0.10931736736165636,0.8610905251630403,-0.011000000000000005,0.21900000000000006,-0.5863019699779288,0.29879821308214016,-0.012000000000000005,0.546,-0.4982728791224398,0.392907736955136,2.0
38748,-0.12,-0.06,-0.04,0.08,0.1,-0.11,0.19,0.22,0.21,0.34,0.41,0.02,0.3,0.36,0.39,0.45,0.52,0.38,56061.22,600.75,0.017000000000000005,0.369,0.4123105625617661,0.4903084704712314,0.0040000000000000036,-0.01800000000000001,0.06908885358534674,0.9121033711387396,-0.020000000000000004,0.3,-0.21247759143566766,0.7315147681074121,2.0
53151,-0.11,-0.17,-0.11,-0.04,-0.06,0.01,0.16,0.08,0.14,0.21,0.17,0.23,0.29,0.28,0.36,0.43,0.38,0.4,15765.4,298.94,0.026,0.292,0.7267220926874319,0.16427970235081546,0.041000000000000016,-0.19699999999999998,0.9425910042369908,0.016369226926032068,0.033,0.067,0.8782063874303767,0.05008100894322142,2.0
23317,-0.06,-0.05,-0.04,-0.01,0.02,0.01,0.06,0.13,0.21,0.28,0.3,0.31,0.22,0.35,0.46,0.49,0.46,0.5,4067.83,682.25,0.030000000000000006,0.3619999999999999,0.7938841860374447,0.10879170270178816,0.018000000000000002,-0.06799999999999999,0.9332565252573826,0.02049041234445349,0.045000000000000005,0.111,0.9399509845748032,0.017504177587802282,1.0
49223,-0.16,-0.14,-0.08,-0.01,0.04,0.11,0.09,0.08,0.17,0.24,0.35,0.39,0.3,0.34,0.42,0.38,0.48,0.58,223896.69,407.95,0.05399999999999999,0.2780000000000001,0.9101698143253768,0.03188065067905859,0.062,-0.20199999999999999,0.998961038680519,4.0194370574522086e-05,0.08,0.0060000000000000045,0.9928890734927264,0.0007190504545422437,2.0
26364,-0.02,-0.08,-0.05,-0.01,-0.06,0.01,0.13,0.05,0.07,0.16,0.08,0.18,0.18,0.18,0.2,0.24,0.21,0.22,61936.64,594.76,0.009000000000000001,0.183,0.6363961030678927,0.2483372190590215,0.017,-0.08900000000000001,0.7262040090592469,0.16473301371725427,0.027,0.027000000000000024,0.7353918594488384,0.15674793181971722,2.0
19675,-0.07,0.03,0.15,0.14,0.1,0.09,0.23,0.32,0.46,0.46,0.44,0.43,0.38,0.49,0.45,0.61,0.57,0.54,158192.76,439.34,0.02200000000000001,0.4659999999999999,0.5486301348591984,0.3382875807300807,0.007000000000000001,0.081,0.23230315905999024,0.7069046526348679,0.02,0.36200000000000004,0.540738070435875,0.3467146139768871,2.0
11481,-0.06,-0.01,0.01,0.0,0.02,0.04,0.12,0.21,0.26,0.27,0.33,0.35,0.29,0.37,0.44,0.4,0.5,0.55,16025.86,391.33,0.04200000000000001,0.326,0.9062168892044165,0.03398718115876133,0.011,-0.021,0.9041944301794652,0.03508151471548191,0.035,0.179,0.9813512696610774,0.003048520829254964,1.0
54393,0.01,-0.05,0.05,0.08,0.08,0.1,0.2,0.17,0.25,0.32,0.32,0.27,0.27,0.36,0.43,0.51,0.46,0.42,113361.34,532.79,0.015000000000000003,0.391,0.4308637422160695,0.4688881992329149,0.033,-0.047,0.8732726046411892,0.05311374665991763,0.027000000000000003,0.185,0.6898177759152547,0.19744293264449744,1.0
60058,0.0,-0.02,0.06,0.05,0.09,0.09,0.2,0.18,0.33,0.28,0.3,0.31,0.21,0.33,0.55,0.39,0.28,0.49,297587.01,349.21,0.004999999999999994,0.3930000000000001,0.07093804422989562,0.9097546865617018,0.025,-0.02099999999999999,0.8773280079294954,0.05061681399487947,0.023,0.211,0.6191391873668902,0.2654398089586293,2.0
49100,-0.06,-0.01,0.1,0.04,0.14,0.18,0.2,0.26,0.27,0.34,0.47,0.46,0.38,0.45,0.07,0.52,0.58,0.65,101870.11,541.29,0.091,0.18100000000000002,0.6338424555756738,0.2508486480999639,0.042,-0.036000000000000004,0.8719775384642696,0.053919067503204715,0.06,0.18,0.9416472308615168,0.016772112825677553,2.0
37037,0.14,0.1,0.18,0.18,0.18,0.25,0.41,0.41,0.49,0.5,0.52,0.57,0.46,0.52,0.57,0.55,0.57,0.58,53458.83,387.7,0.01199999999999999,0.5220000000000001,0.7947194142390267,0.1081456347954762,0.03,0.08800000000000001,0.8932370012631206,0.04119883195858542,0.035,0.393,0.9532857437299758,0.012034865531911394,1.0
9470,-0.12,-0.0,0.13,0.15,0.02,0.02,0.12,0.25,0.43,0.49,0.34,0.36,0.27,0.28,0.43,0.53,0.42,0.49,6034.31,490.25,0.041,0.307,0.6814430576973969,0.2052049970417128,-0.006999999999999999,0.08500000000000002,-0.15763207218886574,0.8001309132273344,0.013,0.335,0.2252116518194521,0.7156943967786744,1.0
3223,-0.18,-0.02,-0.04,0.03,-0.01,0.14,-0.16,0.13,0.16,0.27,0.13,0.41,0.25,0.38,0.38,0.36,0.32,0.55,10713.14,782.89,0.02800000000000001,0.314,0.5006389778965061,0.3902977951543362,0.035,-0.085,0.7711421361686555,0.12681815583742218,0.052999999999999985,0.06100000000000005,0.6935366974320331,0.1940232346045546,1.0
53854,0.09,0.2,0.19,0.27,0.26,0.35,0.36,0.5,0.43,0.53,0.56,0.65,0.44,0.55,0.55,0.55,0.68,0.74,158388.64,406.74,0.05099999999999999,0.4610000000000001,0.8943240453856652,0.04057807204504252,0.037000000000000005,0.14300000000000002,0.9103254879144774,0.031798579099724965,0.04300000000000001,0.405,0.8413600162094447,0.07401821850043082,2.0
39667,-0.01,0.0,-0.01,0.05,0.06,-0.02,0.31,0.3,0.29,0.38,0.39,0.29,0.41,0.48,0.46,0.53,0.51,0.45,36831.77,378.16,-0.0009999999999999957,0.4890000000000001,-0.047036043419179635,0.9401339394762982,0.003,0.006999999999999999,0.130066495428618,0.8348623203435457,0.008000000000000002,0.30599999999999994,0.25048971643405976,0.6844339551498386,2.0
17801,0.13,-0.04,0.0,0.03,-0.02,0.02,0.42,0.18,0.24,0.31,0.23,0.31,0.46,0.3,0.35,0.44,0.3,0.44,16745.47,266.38,0.02300000000000001,0.297,0.5153273221904541,0.37418896128218,0.010000000000000002,-0.032000000000000015,0.5521576303742328,0.3345377362667151,0.025,0.179,0.7065417736802768,0.1821990024150079,1.0
11697,0.12,0.15,0.14,0.2,0.17,0.25,0.38,0.44,0.26,0.52,0.52,0.56,0.33,0.53,0.13,0.52,0.61,0.53,35247.36,408.7,0.048,0.3200000000000001,0.3990037344430532,0.505794436403509,0.023000000000000003,0.113,0.819341074860961,0.08963742114931701,0.05000000000000002,0.30999999999999994,0.6588078458684125,0.22659511016185685,1.0
781,0.19,0.09,0.19,0.13,0.3,0.18,0.37,0.28,0.41,0.35,0.55,0.44,0.21,0.3,0.37,0.34,0.34,0.33,8163.15,597.27,0.0030000000000000087,0.327,0.18898223650461413,0.7608203755145101,0.029,0.091,0.5790742212773821,0.3062771358871969,0.046000000000000006,0.268,0.7191012094028307,0.170983971698013,1.0
36498,0.16,0.09,0.08,0.06,0.12,0.01,0.5,0.41,0.38,0.35,0.4,0.3,0.44,0.46,0.47,0.52,0.53,0.42,241442.06,294.04,-0.0020000000000000018,0.486,-0.06984302957695786,0.9111454441106068,-0.012,0.10800000000000001,-0.4642939395204822,0.4308277688871575,-0.02,0.428,-0.7124704998790963,0.17687947873184193,2.0
32625,0.19,0.34,0.34,0.24,0.25,0.29,0.34,0.66,0.66,0.56,0.56,0.6,0.34,0.64,0.56,0.19,0.57,0.55,15887.78,213.08,-0.017000000000000005,0.5529999999999999,-0.15104101451067614,0.8084223426837536,-0.019000000000000013,0.34900000000000003,-0.6305371460199736,0.2541094087622809,-0.02200000000000001,0.6740000000000002,-0.6929348671835837,0.19457549662216667,1.0
1656,-0.02,-0.01,-0.01,0.01,0.08,0.18,0.25,0.14,0.19,0.24,0.36,0.47,0.34,0.16,0.26,0.34,0.5,0.6,12870.9,447.71,0.11200000000000003,0.03599999999999992,0.9943091539198092,0.0005149061085247497,0.047000000000000014,-0.091,0.9112909128371406,0.03129112232413738,0.08299999999999999,0.031,0.9795257791855896,0.0035059575040378016,2.0
53705,0.09,-0.02,0.0,0.0,0.03,0.04,0.25,0.18,0.22,0.21,0.24,0.24,0.19,0.44,0.46,0.44,0.46,0.41,33801.95,461.73,-0.0060000000000000045,0.46,-0.4629100498862757,0.4323889978239637,0.015,-0.035,0.968245836551854,0.006760135494957554,0.014,0.17600000000000002,0.8890008890013333,0.04364623504077375,1.0
1868,-0.03,0.12,0.14,0.29,0.28,0.33,0.19,0.36,0.42,0.53,0.59,0.64,0.37,0.42,0.45,0.38,0.64,0.66,52743.5,460.0,0.06700000000000003,0.30899999999999994,0.8124943438717156,0.09467752956231686,0.056000000000000015,0.064,0.9297247402392872,0.02212614667049484,0.073,0.28900000000000003,0.9908386538811728,0.001051175150682369,2.0
4139,0.22,-0.01,-0.04,0.04,0.14,0.03,0.41,0.07,0.15,0.15,0.36,0.24,0.14,0.13,0.29,0.07,0.25,0.37,5799.91,526.5,0.044,0.08999999999999997,0.5734146386569556,0.3121664228461836,0.026,-0.04600000000000001,0.6015682573975717,0.28316074188966384,0.055000000000000014,0.02899999999999997,0.7863564715883191,0.11466649193431212,1.0
3104,0.09,0.17,0.12,0.19,0.15,0.21,0.31,0.41,0.36,0.46,0.41,0.49,0.43,0.43,0.4,0.36,0.43,0.57,66417.24,571.25,0.030999999999999986,0.34500000000000003,0.6190103744689255,0.2655686110117525,0.010999999999999996,0.135,0.4979466032338518,0.39326795983470253,0.021000000000000005,0.363,0.6601293441350281,0.22533025813340124,1.0
