,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,NDVI_slope,NDVI_intercept,NDVI_rvalue,NDVI_pvalue,NDMI_slope,NDMI_intercept,NDMI_rvalue,NDMI_pvalue,NBR_slope,NBR_intercept,NBR_rvalue,NBR_pvalue,label
9640,0.12,0.1,0.1,0.09,0.07,0.08,0.4,0.3,0.33,0.35,0.31,0.35,0.38,0.22,0.4,0.41,0.38,0.42,19654.22,416.17,0.038,0.252,0.7243682090798721,0.16634219910643486,-0.007000000000000001,0.109,-0.8488746876271654,0.06890350891195704,0.007999999999999997,0.30400000000000005,0.5547001962252291,0.33184140605450285,2.0
33217,-0.05,-0.06,-0.27,-0.26,-0.1,-0.16,0.21,0.13,-0.08,-0.08,0.14,0.06,0.24,0.17,0.2,0.22,0.21,0.34,56502.85,480.45,0.035,0.12300000000000001,0.8468843573676975,0.07024709353111863,-0.003,-0.161,-0.05056498968474315,0.9356461013179228,0.008,0.010000000000000002,0.11654330934961298,0.8519490459998103,2.0
21684,-0.01,0.04,0.05,0.03,0.19,0.04,0.29,0.33,0.36,0.33,0.47,0.24,0.37,0.49,0.46,0.49,0.29,0.3,236281.24,386.55,-0.055000000000000014,0.5710000000000001,-0.8515115430561198,0.06713596905022777,0.014000000000000002,0.027999999999999983,0.3281650616569469,0.5897928945262132,-0.007000000000000006,0.36700000000000005,-0.1339237780638418,0.8299940502880098,1.0
49725,0.17,-0.0,0.07,0.12,0.22,0.2,0.49,0.21,0.34,0.36,0.48,0.45,0.49,0.2,0.42,0.31,0.49,0.45,16680.45,377.0,0.057000000000000016,0.203,0.7636059465697967,0.13297062121334244,0.055000000000000014,-0.04300000000000001,0.9533909622621126,0.011994419948532488,0.062,0.182,0.923420976538474,0.02514467410700022,1.0
10478,0.1,0.05,0.11,0.06,0.04,0.11,0.24,0.34,0.39,0.32,0.3,0.42,0.24,0.39,0.49,0.48,0.44,0.48,9205.81,328.75,0.012999999999999996,0.41700000000000004,0.4941858488253086,0.3974255988958276,0.005,0.059000000000000004,0.2351802170958993,0.7033429447909119,0.00699999999999999,0.33299999999999996,0.22225022225033308,0.7193694231521637,2.0
17907,0.14,0.06,0.07,0.1,-0.0,0.11,0.45,0.31,0.36,0.43,0.29,0.42,0.5,0.37,0.49,0.52,0.39,0.32,23110.5,262.53,-0.02,0.478,-0.37608870722230064,0.5326898190048086,0.003,0.059,0.1096908636190696,0.8606178347572534,0.014999999999999998,0.317,0.3764142099213716,0.5323058303634904,1.0
20217,-0.02,-0.0,0.05,-0.0,0.04,0.02,0.16,0.22,0.32,0.24,0.31,0.28,0.28,0.36,0.44,0.33,0.44,0.36,787181.78,449.46,0.0,0.386,0.0,1.0,0.003,0.012999999999999998,0.2080125735844609,0.7370727324472974,0.011000000000000005,0.24100000000000002,0.4011287266192102,0.5033147698581516,1.0
50509,-0.02,-0.15,-0.11,-0.06,-0.04,-0.01,0.17,0.02,0.08,0.08,0.06,0.09,0.22,0.21,0.27,0.17,0.19,0.2,68180.26,525.23,-0.009999999999999998,0.238,-0.4195906791483444,0.4818790855105739,0.035,-0.179,0.9891584831523876,0.001352886640448276,0.012,0.029999999999999995,0.6793662204867573,0.20714284399151295,2.0
37605,0.1,-0.34,0.04,0.11,0.07,0.12,0.24,-0.32,0.25,0.36,0.34,0.41,0.29,0.19,0.5,0.46,0.54,0.6,4074.08,930.17,0.08600000000000001,0.2,0.8579434008026939,0.06288519484717943,0.095,-0.28500000000000003,0.7793170907018702,0.12024332351075535,0.155,-0.25699999999999995,0.8147969738187967,0.0929730986397752,1.0
22546,-0.1,0.02,0.04,0.04,0.02,0.11,0.17,0.27,0.35,0.35,0.33,0.37,0.34,0.39,0.55,0.54,0.52,0.41,42753.74,410.91,0.0009999999999999898,0.4790000000000001,0.02081527235609045,0.9734990860641428,0.016,-0.0020000000000000018,0.6810052246069989,0.20561310419675155,0.018000000000000002,0.28,0.7397954428741079,0.15296197253691862,2.0
25616,-0.02,-0.13,-0.17,-0.18,-0.04,0.06,0.3,0.18,0.12,0.1,0.28,0.33,0.34,0.35,0.33,0.32,0.42,0.33,28137.2,478.71,0.0050000000000000044,0.335,0.19462473604038094,0.7537695195691521,0.051,-0.245,0.7957102612532282,0.10738070064568153,0.04600000000000001,0.06399999999999997,0.7265976271475479,0.16438857388613734,2.0
18697,0.14,0.18,0.21,0.23,0.22,0.18,0.4,0.53,0.53,0.56,0.56,0.45,0.46,0.55,0.64,0.58,0.61,0.49,32839.27,297.71,-0.015000000000000013,0.6190000000000001,-0.4109974682633936,0.4918321250452914,0.0010000000000000009,0.201,0.06868028197434455,0.9126223449805981,-0.013,0.5650000000000001,-0.4562105641233376,0.4399649098562475,2.0
41587,0.11,0.03,0.0,0.08,0.04,-0.11,0.44,0.31,0.28,0.33,0.33,0.13,0.42,0.23,0.41,0.3,0.39,0.27,21564.28,328.75,0.0060000000000000045,0.302,0.12247448713915902,0.8444513700464096,-0.024,0.08,-0.5277593965602511,0.3606834229312004,-0.031,0.3690000000000001,-0.5825256717021924,0.3026997944881577,2.0
13953,0.11,0.1,0.11,0.14,0.12,0.14,0.37,0.38,0.41,0.48,0.42,0.47,0.47,0.5,0.49,0.55,0.58,0.53,98648.85,345.95,0.015000000000000003,0.485,0.6454972243679029,0.23944259863600256,0.009000000000000001,0.09500000000000004,0.7954951288348658,0.1075466435468515,0.019,0.3750000000000001,0.7140637266026874,0.1754576777708126,1.0
52972,-0.02,0.07,0.04,0.07,0.04,0.07,0.25,0.33,0.32,0.35,0.29,0.33,0.4,0.3,0.48,0.51,0.47,0.5,85255.96,281.32,0.039000000000000014,0.335,0.7134676899329874,0.17598919779045166,0.0,0.05800000000000001,0.0,1.0,-0.003000000000000003,0.33299999999999996,-0.21650635094610984,0.7265045829285748,2.0
23531,-0.18,-0.12,-0.02,-0.02,0.07,-0.05,-0.04,0.07,0.25,0.27,0.37,0.25,0.29,0.38,0.49,0.5,0.37,0.47,3583.08,931.14,0.005999999999999995,0.424,0.15249857033260455,0.806588023178197,0.023,-0.09699999999999999,0.5321565353901596,0.3559356742928591,0.048,0.09799999999999998,0.7010474854043832,0.187168637531938,1.0
18072,0.09,0.11,0.21,0.19,0.16,0.13,0.35,0.43,0.52,0.44,0.46,0.44,0.45,0.53,0.56,0.46,0.55,0.48,15811.7,391.45,-0.01100000000000001,0.5489999999999999,-0.39589866291178216,0.5094222579903174,-0.000999999999999998,0.163,-0.03834824944236845,0.9511854622611268,-0.0039999999999999975,0.47,-0.17407765595569774,0.7794819955336507,1.0
4402,0.27,0.05,-0.15,-0.05,-0.1,-0.08,0.52,0.3,0.05,0.13,0.06,0.12,0.4,0.23,0.22,0.19,0.25,0.33,22881.0,479.87,0.023000000000000003,0.175,0.6897241654896772,0.19752922840832327,-0.021000000000000005,-0.0029999999999999892,-0.4465054183406905,0.4509915016456621,-0.035,0.237,-0.5514718052053476,0.3352659724419951,2.0
1651,0.03,0.06,0.0,0.09,0.13,0.22,0.29,0.27,0.14,0.34,0.43,0.51,0.41,0.29,0.26,0.48,0.5,0.61,25651.56,346.73,0.08800000000000001,0.16400000000000006,0.9365942989543076,0.018982444375364727,0.045000000000000005,-0.035,0.8660254037844387,0.05766888562243725,0.07700000000000001,0.10699999999999993,0.8509456218773804,0.06751411178727096,2.0
36328,0.11,-0.07,0.11,0.18,0.25,0.21,0.39,0.2,0.42,0.5,0.59,0.55,0.39,0.38,0.56,0.63,0.67,0.62,17124.41,387.44,0.059000000000000004,0.3950000000000001,0.8159888458064176,0.0920945839891776,0.06999999999999999,-0.07399999999999997,0.8782998231498671,0.05002411984442543,0.08700000000000001,0.19099999999999995,0.8903546833067713,0.042859212082172915,2.0
29239,0.09,0.11,-0.06,0.05,0.09,0.2,0.41,0.37,0.23,0.36,0.38,0.56,0.55,0.49,0.4,0.51,0.56,0.66,11699.95,240.9,0.05000000000000002,0.374,0.8273792404018692,0.08382929076568155,0.033,-0.021000000000000005,0.5509189647176966,0.33585328847627005,0.05300000000000002,0.22099999999999995,0.7120672097431084,0.17723989727096065,1.0
54940,-0.1,-0.04,0.04,0.05,0.07,0.17,0.17,0.2,0.26,0.29,0.33,0.44,0.3,0.4,0.36,0.49,0.53,0.61,182426.77,345.35,0.059000000000000004,0.30100000000000005,0.9296239002033002,0.02217344459445314,0.04500000000000001,-0.07700000000000003,0.9449111825230682,0.015392438073302256,0.055000000000000014,0.13899999999999996,0.9704539257058054,0.00606945049666503,2.0
59218,-0.08,-0.07,-0.04,-0.01,-0.0,-0.06,0.01,0.01,0.06,0.12,0.13,0.07,0.24,0.21,0.21,0.26,0.29,0.3,6135.06,563.75,0.026,0.17600000000000002,0.9609876522409448,0.009195579906986115,0.006000000000000003,-0.054000000000000006,0.31108550841912763,0.6103982197400215,0.019000000000000003,0.02099999999999999,0.6170913123385494,0.26748948041692355,2.0
35073,0.17,0.16,0.16,0.08,0.16,0.15,0.52,0.5,0.5,0.43,0.51,0.5,0.52,0.52,0.6,0.55,0.6,0.57,27925.69,301.0,0.009999999999999988,0.5379999999999999,0.462250163521024,0.4331338943708896,-0.0020000000000000018,0.14800000000000002,-0.0905357460425186,0.8848839798371992,0.0010000000000000009,0.485,0.04833682445228322,0.9384796179175584,2.0
43858,0.14,0.0,0.02,0.06,0.16,0.07,0.26,0.12,0.18,0.36,0.43,0.4,0.15,0.14,0.28,0.51,0.34,0.51,16859.8,614.78,0.08000000000000003,0.11599999999999995,0.7995204315684533,0.10445459706650703,0.028000000000000004,-0.02200000000000002,0.7163023141353113,0.17346552797147693,0.08100000000000003,0.05499999999999988,0.9214069042664124,0.02613504341029949,1.0
12641,-0.05,0.05,0.1,0.03,0.12,0.06,0.2,0.32,0.37,0.33,0.43,0.28,0.3,0.45,0.51,0.42,0.55,0.35,480133.24,479.75,-0.016000000000000004,0.504,-0.32444284226152503,0.5942727634181966,0.0039999999999999975,0.06000000000000001,0.1708715315433521,0.7835029826397577,-0.001999999999999996,0.35200000000000004,-0.055641488407465634,0.9291916293251538,2.0
39334,0.03,-0.18,-0.17,-0.08,-0.11,-0.13,0.35,0.08,0.06,0.17,0.15,0.11,0.37,0.23,0.26,0.32,0.36,0.31,15519.57,330.69,0.025999999999999995,0.218,0.8016143407716696,0.10285698942383126,0.015999999999999997,-0.182,0.6082287370157643,0.2764078196049419,0.015,0.06900000000000002,0.5138915323706487,0.3757564229022504,2.0
20171,-0.04,0.06,0.14,0.12,0.09,0.09,0.27,0.38,0.49,0.46,0.43,0.43,0.44,0.52,0.57,0.59,0.48,0.51,37596.05,479.83,-0.011000000000000001,0.5670000000000001,-0.3860243234889781,0.5209939173719776,0.000999999999999998,0.09700000000000003,0.0512989176042576,0.9347128481082342,0.0039999999999999975,0.426,0.1547646465068273,0.8037370192408396,2.0
45937,0.02,0.12,0.16,0.12,0.04,0.21,0.32,0.42,0.49,0.45,0.14,0.53,0.43,0.5,0.55,0.57,0.1,0.62,205053.73,380.72,-0.021000000000000008,0.5310000000000001,-0.15798854499188525,0.7996827252690406,0.006,0.11199999999999999,0.15191090506254998,0.8073275440887171,-0.01299999999999999,0.445,-0.13315311642212832,0.8309664988236074,2.0
14169,0.14,0.15,0.16,0.16,0.3,0.14,0.37,0.4,0.41,0.44,0.58,0.4,0.37,0.45,0.45,0.46,0.39,0.46,152783.86,336.79,-0.0039999999999999975,0.45399999999999996,-0.21442250696755885,0.7290954950215891,0.012000000000000005,0.146,0.28539089649269656,0.6416237513266458,0.016999999999999998,0.395,0.3505340920079871,0.5630025349140699,2.0
33774,0.25,0.19,0.07,0.11,0.1,0.15,0.59,0.52,0.4,0.43,0.41,0.41,0.49,0.5,0.51,0.53,0.6,0.53,22604.51,292.0,0.015000000000000003,0.489,0.6063390625908327,0.27831935609203856,-0.005000000000000003,0.139,-0.16932136536964915,0.7854479529244458,-0.02100000000000001,0.4970000000000001,-0.6735753140545636,0.21257296315231936,2.0
42804,-0.14,-0.12,-0.02,-0.04,-0.11,-0.05,0.13,0.14,0.28,0.26,0.17,0.28,0.28,0.38,0.47,0.45,0.37,0.46,76782.01,326.12,0.0060000000000000045,0.408,0.2008948590547277,0.7459438323382968,0.004999999999999999,-0.08299999999999999,0.1781176249697741,0.7744185353312043,0.017,0.17500000000000004,0.4061457101823721,0.4974704382442354,2.0
44984,0.1,0.11,0.16,0.06,0.03,0.12,0.25,0.43,0.44,0.36,0.34,0.37,0.2,0.49,0.33,0.46,0.47,0.34,72688.12,314.47,-0.015999999999999997,0.466,-0.3301953373651984,0.5873519387492167,-0.011000000000000005,0.129,-0.3391445287880141,0.576614576828464,-0.022000000000000002,0.45399999999999996,-0.7837175498670059,0.1167478233023779,2.0
41328,-0.02,0.01,0.06,0.14,0.15,0.14,0.21,0.26,0.36,0.46,0.47,0.47,0.38,0.5,0.5,0.61,0.62,0.61,173100.23,415.64,0.034,0.466,0.8641585652180931,0.058861183831194624,0.035,-0.0050000000000000044,0.8918825850158447,0.04197645602545187,0.052999999999999985,0.24500000000000005,0.9020704907799816,0.03624262502335555,1.0
27749,0.13,0.25,0.27,0.31,0.3,0.42,0.36,0.56,0.62,0.64,0.65,0.73,0.36,0.67,0.68,0.76,0.7,0.67,32900.49,355.7,0.001999999999999991,0.6900000000000001,0.08362420100070872,0.8936505860360253,0.037000000000000005,0.19899999999999998,0.8870071077479608,0.04481355182995046,0.036999999999999984,0.529,0.9553358920644964,0.011254874925097904,2.0
21443,0.03,0.03,0.1,0.14,0.18,0.22,0.3,0.31,0.37,0.42,0.48,0.43,0.41,0.43,0.48,0.49,0.54,0.22,14066.27,376.14,-0.036000000000000004,0.54,-0.4561715527618233,0.4400091110072256,0.046000000000000006,-0.0040000000000000036,0.9916004111862218,0.0009229389113615963,0.035,0.297,0.8569786870301855,0.06351722092953556,2.0
8217,-0.06,-0.02,0.05,0.05,0.11,0.1,0.14,0.24,0.33,0.26,0.33,0.33,0.28,0.42,0.52,0.38,0.4,0.48,30193.93,541.96,0.0,0.44,0.0,1.0,0.030000000000000006,-0.032000000000000015,0.9179850920431568,0.027845618721639823,0.018000000000000006,0.244,0.6412234498911868,0.24360843280954064,1.0
33238,0.02,0.22,0.17,0.22,0.18,0.29,0.3,0.43,0.51,0.54,0.54,0.65,0.47,0.44,0.64,0.57,0.53,0.72,13573.08,379.5,0.045,0.44499999999999984,0.6678586993449653,0.21797158843666256,0.014999999999999994,0.17100000000000004,0.5022371476368187,0.38853725388502536,0.04700000000000002,0.39299999999999996,0.9415076192526296,0.01683198145665761,2.0
47207,0.24,0.16,0.25,0.1,0.27,0.33,0.54,0.49,0.57,0.22,0.59,0.66,0.42,0.56,0.64,0.12,0.65,0.68,120008.11,356.48,0.025,0.455,0.16932136536964906,0.7854479529244458,0.036000000000000004,0.11400000000000003,0.6221710168382553,0.2624130567161071,0.03600000000000001,0.398,0.3329339607751473,0.5840622629726391,2.0
4048,0.05,-0.16,0.11,-0.03,-0.09,-0.03,0.21,0.03,0.29,0.2,0.12,0.19,0.19,0.24,0.21,0.29,0.33,0.37,11624.23,587.24,0.038000000000000006,0.17399999999999996,0.9249055286713476,0.024422628706038497,0.006000000000000003,-0.058,0.09534625892455924,0.8787855616503824,0.015000000000000003,0.121,0.24423360338468866,0.6921519283723089,1.0
41335,-0.07,-0.04,0.07,0.12,0.12,0.1,0.11,0.18,0.35,0.44,0.41,0.43,0.33,0.45,0.51,0.57,0.5,0.56,333981.02,564.02,0.021000000000000008,0.455,0.6820482925847128,0.20464122781501484,0.032999999999999995,-0.02499999999999998,0.779551725581531,0.12005616371668727,0.056000000000000015,0.19399999999999995,0.8231734448529968,0.08685338483825528,1.0
57427,-0.01,0.17,0.17,0.31,0.26,0.26,0.23,0.45,0.44,0.61,0.56,0.57,0.49,0.46,0.59,0.73,0.68,0.49,65730.1,550.16,0.015000000000000003,0.545,0.2029994857352876,0.7433193502470009,0.027000000000000003,0.15299999999999994,0.6898177759152547,0.19744293264449744,0.036000000000000004,0.418,0.7454838299063241,0.1481116460847894,2.0
59220,0.15,0.18,0.21,0.29,0.27,0.27,0.38,0.43,0.48,0.57,0.56,0.58,0.57,0.57,0.63,0.64,0.54,0.64,82827.88,477.6,0.005000000000000016,0.589,0.17129717745688344,0.7829690237255097,0.02400000000000001,0.172,0.8127425537743158,0.09449334813849278,0.038000000000000006,0.41,0.9130817295312044,0.03035678137281932,2.0
7765,0.25,0.32,-0.14,0.02,0.11,0.06,0.48,0.64,-0.05,0.19,0.38,0.33,0.28,0.5,0.12,0.42,0.55,0.43,4525.78,356.38,0.029000000000000005,0.317,0.2738775620881359,0.6556980859761161,-0.027,0.15499999999999994,-0.25659649842852555,0.6769126403318593,-0.019000000000000003,0.35500000000000004,-0.1184082195082026,0.8495910104652802,1.0
28841,0.1,-0.02,0.03,0.06,0.21,0.03,0.29,0.25,0.29,0.39,0.43,0.33,0.09,0.38,0.28,0.42,0.28,0.44,87431.91,322.64,0.012,0.32399999999999995,0.24913643956122,0.6861023698882278,0.028000000000000004,-0.022000000000000037,0.5055107012718832,0.38493701786593576,0.030000000000000006,0.248,0.6503324771430901,0.2347531770080514,1.0
7581,0.07,0.14,0.18,0.26,0.29,0.19,0.3,0.4,0.42,0.55,0.59,0.51,0.4,0.47,0.48,0.58,0.63,0.54,18820.3,523.08,0.029000000000000012,0.4529999999999999,0.6797704848608187,0.20676523517849585,0.021,0.14900000000000002,0.5407775127558351,0.34667237040282106,0.039,0.377,0.7516697608794073,0.1428894083377533,1.0
2682,-0.0,-0.13,-0.05,-0.07,-0.09,-0.04,0.26,0.05,0.14,0.15,0.12,0.21,0.22,0.27,0.23,0.36,0.31,0.42,536868.21,571.44,0.037999999999999985,0.204,0.8050558373533679,0.10024748874806888,0.014000000000000002,-0.11800000000000001,0.6187184335382291,0.2658605889888881,0.029999999999999995,0.044000000000000004,0.8219949365267863,0.08770664700806564,2.0
41415,0.08,0.02,-0.04,0.02,0.04,-0.03,0.41,0.17,0.23,0.31,0.35,0.25,0.46,0.08,0.4,0.47,0.46,0.36,3234.45,468.0,0.061999999999999986,0.168,0.6141323601065036,0.2704584187577869,-0.002,0.007999999999999998,-0.09053574604251853,0.8848839798371992,0.027999999999999997,0.17800000000000005,0.6311687442672025,0.2534854467932733,1.0
36105,0.16,-0.04,-0.01,0.01,0.09,0.02,0.5,0.27,0.3,0.3,0.4,0.35,0.46,0.39,0.46,0.47,0.52,0.48,86728.32,380.83,0.023999999999999997,0.3920000000000001,0.8035794362189098,0.1013644716156166,0.02200000000000001,-0.05200000000000002,0.7206339602884604,0.1696293728572643,0.025999999999999995,0.246,0.8016143407716695,0.10285698942383137,2.0
21326,0.09,0.18,0.19,0.2,0.23,0.27,0.33,0.45,0.5,0.5,0.55,0.58,0.43,0.51,0.54,0.54,0.55,0.58,60558.97,373.24,0.01499999999999999,0.4990000000000001,0.9449111825230684,0.01539243807330217,0.02200000000000001,0.14800000000000002,0.9538209664765319,0.0118295915703285,0.031,0.423,0.9744766508659938,0.004876077932718432,1.0
2550,0.04,0.09,0.07,0.15,0.06,0.18,0.29,0.37,0.37,0.47,0.36,0.49,0.4,0.47,0.48,0.59,0.44,0.59,17879.1,328.85,0.020000000000000004,0.45399999999999996,0.44587796206771,0.4517064690422827,0.016999999999999998,0.059000000000000025,0.5125692857821981,0.3772013194894164,0.023,0.3429999999999999,0.5808377131175212,0.30444796893293874,2.0
39632,0.05,0.07,0.01,0.1,0.11,0.03,0.39,0.39,0.34,0.43,0.44,0.34,0.39,0.51,0.46,0.53,0.48,0.45,126533.42,381.38,-0.010000000000000005,0.516,-0.4703604341917987,0.42399902858271993,0.0019999999999999987,0.05799999999999999,0.07293249574894725,0.9072218512964004,0.0,0.38799999999999996,0.0,1.0,2.0
47624,-0.38,-0.21,-0.16,-0.19,-0.11,-0.09,-0.35,-0.08,0.03,0.01,0.13,0.1,0.17,0.3,0.31,0.33,0.33,0.25,54080.59,940.32,-0.007999999999999997,0.328,-0.3849001794597503,0.5223146158470677,0.029,-0.239,0.8958129916620624,0.0397326890789531,0.046,-0.1,0.883961808327701,0.046615242433409115,1.0
54467,-0.1,-0.11,-0.06,-0.06,-0.07,0.01,0.07,0.1,0.15,0.15,0.13,0.15,0.36,0.36,0.43,0.38,0.36,0.23,26414.12,411.0,-0.032999999999999995,0.451,-0.705489055934871,0.1831482417748417,0.023,-0.127,0.8409632877462002,0.0742913847792168,0.007999999999999998,0.11200000000000003,0.5773502691896258,0.3080680092503569,1.0
38623,-0.05,-0.02,0.02,0.01,0.1,0.04,0.26,0.29,0.33,0.31,0.4,0.36,0.36,0.47,0.5,0.53,0.54,0.51,219709.72,425.55,0.012000000000000009,0.474,0.6928203230275508,0.19468065686564376,0.020000000000000004,-0.030000000000000013,0.7071067811865477,0.18169011381620911,0.021000000000000005,0.275,0.7678360453334871,0.12950655281267895,2.0
28052,0.06,-0.07,-0.08,-0.07,0.02,-0.04,0.38,0.22,0.21,0.21,0.32,0.25,0.36,0.4,0.4,0.39,0.3,0.47,47825.31,340.19,0.003999999999999987,0.3800000000000001,0.10439915019437578,0.8673167323789633,0.016,-0.096,0.6190585860273095,0.26552040156222945,0.017,0.191,0.577017598306811,0.30841390228589866,2.0
44220,0.15,0.18,0.23,0.23,0.28,0.31,0.36,0.53,0.54,0.58,0.61,0.64,0.44,0.6,0.58,0.61,0.69,0.69,10536.36,339.33,0.028999999999999995,0.547,0.8775799223697636,0.05046296401629816,0.031000000000000007,0.15299999999999994,0.974476650865994,0.004876077932718397,0.028999999999999995,0.493,0.9888917922321866,0.001403055626479866,2.0
57544,0.16,0.19,0.28,0.36,0.33,0.31,0.35,0.48,0.58,0.67,0.64,0.63,0.47,0.62,0.69,0.76,0.72,0.53,1701802.06,515.22,-0.01499999999999999,0.7090000000000001,-0.2614335653909061,0.6709640797575922,0.029,0.20700000000000005,0.7050141255731569,0.18357694821086368,0.03600000000000001,0.492,0.764057447960416,0.1325995916071953,2.0
22071,-0.06,0.01,-0.02,-0.02,-0.06,-0.02,0.23,0.3,0.25,0.27,0.22,0.24,0.39,0.4,0.38,0.44,0.39,0.36,42811.4,331.6,-0.007000000000000006,0.415,-0.3731012536223185,0.5362166051576683,-0.010000000000000002,0.008000000000000007,-0.6350006350009526,0.2497087704669749,-0.015,0.301,-0.7777137710478189,0.12152456351760467,1.0
21119,0.03,0.18,0.24,0.21,0.25,0.35,0.35,0.59,0.63,0.58,0.62,0.69,0.51,0.7,0.59,0.67,0.42,0.69,63869.97,408.02,-0.019000000000000003,0.6709999999999999,-0.2573212647817461,0.6760208246798517,0.035,0.141,0.8611187047839651,0.060818936439698226,0.019,0.5650000000000001,0.6947088029207741,0.19294894159103004,2.0
3086,-0.26,0.11,-0.09,-0.01,-0.02,0.06,-0.25,0.29,0.07,0.18,0.16,0.31,0.15,0.24,0.31,0.27,0.31,0.47,47787.84,938.76,0.046,0.182,0.8183032770095432,0.09039594693062353,-0.0030000000000000014,0.019000000000000003,-0.06149400462680911,0.9217527761692728,0.013000000000000005,0.163,0.20795342364906988,0.7371463975936916,1.0
35666,0.15,0.02,0.03,0.04,0.07,0.08,0.48,0.38,0.35,0.35,0.37,0.41,0.49,0.46,0.51,0.53,0.48,0.5,4286.77,323.5,0.004999999999999994,0.481,0.292602867990326,0.6328330264982576,0.016000000000000004,-1.3877787807814454e-17,0.977355554850442,0.004076577587785439,0.007999999999999997,0.34800000000000003,0.5080005080007618,0.38220409081597656,2.0
59674,0.2,-0.13,-0.08,0.07,0.05,0.03,0.44,-0.08,0.03,0.24,0.19,0.23,0.36,0.26,0.32,0.13,0.27,0.29,171865.81,594.62,0.0009999999999999957,0.251,0.0216574040912104,0.972427092475554,0.04500000000000001,-0.14700000000000005,0.8097927195922815,0.09668929020203501,0.07800000000000001,-0.11200000000000004,0.8749146194593699,0.05209818607511954,1.0
6251,0.1,0.23,0.11,0.23,0.27,0.36,0.36,0.51,0.24,0.47,0.56,0.65,0.36,0.37,0.15,0.33,0.55,0.51,12151.72,286.1,0.068,0.17800000000000002,0.6756893384895896,0.2105861053536228,0.042,0.11400000000000005,0.7378647873726221,0.154618523128449,0.06000000000000001,0.306,0.6197765075688066,0.2648027876004033,1.0
1596,-0.02,0.03,0.06,0.18,0.22,0.22,0.23,0.26,0.32,0.44,0.52,0.53,0.37,0.39,0.41,0.46,0.49,0.61,1989318.93,440.98,0.052000000000000005,0.31599999999999995,0.9481224447363148,0.014073251011506823,0.054000000000000006,-0.020000000000000046,0.9417331436604603,0.01673530596582294,0.07400000000000001,0.1920000000000001,0.972338412771128,0.005499703402017166,2.0
51277,-0.13,-0.14,-0.0,-0.02,0.04,0.05,0.12,0.09,0.21,0.28,0.33,0.31,0.28,0.3,0.34,0.45,0.52,0.49,66188.79,336.8,0.056000000000000015,0.252,0.925651446870201,0.024062406533854608,0.042,-0.14,0.8734848473480883,0.05298213056181337,0.056000000000000015,0.07600000000000001,0.9093977234462834,0.03228869995943597,2.0
60069,0.04,0.14,0.15,0.18,0.12,0.12,0.28,0.38,0.42,0.45,0.33,0.34,0.44,0.5,0.45,0.39,0.38,0.48,35187.06,298.7,-0.011000000000000005,0.473,-0.32579188276750104,0.5926484255571959,-0.007000000000000004,0.16300000000000006,-0.4445004445006671,0.4532769837842774,-0.016999999999999994,0.435,-0.5241324535814762,0.36461108310946055,2.0
8530,-0.11,-0.06,-0.06,-0.05,-0.08,-0.05,0.13,0.14,0.09,0.19,0.18,0.2,0.32,0.23,0.29,0.39,0.35,0.36,3268.72,619.5,0.031999999999999994,0.22800000000000006,0.7921180343813393,0.1101616756421853,-1.3877787807814458e-18,-0.05999999999999999,-1.7916147020621908e-16,0.9999999999999998,0.021,0.09699999999999999,0.7333518105580571,0.15851095696549425,2.0
59943,-0.08,-0.03,0.02,-0.02,-0.02,0.01,0.13,0.19,0.25,0.1,0.13,0.21,0.34,0.36,0.38,0.24,0.22,0.43,36595.94,270.41,-0.0019999999999999987,0.332,-0.03454442679267332,0.9560254190028868,0.004,-0.02,0.2917299829957891,0.6338959253440686,-0.008000000000000002,0.2,-0.2085144140570748,0.7364477800197852,2.0
5398,0.1,-0.06,-0.01,0.04,0.07,0.09,0.35,0.14,0.2,0.23,0.32,0.36,0.38,0.28,0.33,0.31,0.45,0.48,18762.99,494.33,0.05199999999999999,0.214,0.9221249727714812,0.02578053726425841,0.038000000000000006,-0.08800000000000002,0.9837827088491458,0.0024731020679798835,0.056,0.08200000000000003,0.9899494936611664,0.0012077024702717193,2.0
26782,0.08,0.08,0.11,0.2,0.21,0.19,0.43,0.4,0.45,0.44,0.55,0.53,0.45,0.57,0.61,0.43,0.68,0.65,9958.09,429.5,0.02300000000000002,0.5189999999999999,0.3727171410424948,0.5366703949980752,0.032,0.062,0.8589250033520304,0.062244135392623676,0.036000000000000004,0.366,0.8966438664960922,0.03926341137218282,2.0
8906,-0.08,-0.17,-0.06,-0.02,-0.0,0.04,0.16,0.04,0.16,0.22,0.25,0.35,0.34,0.31,0.38,0.43,0.48,0.52,121718.79,566.96,0.052000000000000005,0.268,0.9948623513313952,0.0004417183997455836,0.048,-0.18600000000000003,0.94720444555663,0.01444642422831319,0.071,-0.00899999999999995,0.9797065012730648,0.003459734869569889,1.0
