,Unnamed: 0,area,PT_NDVI_0,LT_mag,PT_NDVI_2,PT_NDVI_1,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_4,PT_NDVI_3,PT_NDMI_1,PT_NDMI_0,PT_NDVI_5,PT_NDMI_3,PT_NDMI_2,PT_NDMI_5,PT_NDMI_4,label,NDVI_slope,NDVI_intercept,NDVI_rvalue,NDVI_pvalue,NDMI_slope,NDMI_intercept,NDMI_rvalue,NDMI_pvalue,NBR_slope,NBR_intercept,NBR_rvalue,NBR_pvalue
222,1810,45399.281996,0.5513875440314959,273.57142857,0.46036123861501205,0.48731298579109994,0.330785584854491,0.294672899408105,0.295000951507209,0.41009651290045795,0.442066180485266,0.46668372956322995,0.554225740609346,0.5398066139515529,0.00369428478905,0.032147085932256,0.6028629423659531,0.118955576550905,0.001819643815031,0.13381286166654302,0.128081458678216,2.0,0.03249644151440403,0.4314245797233807,0.9133871429059418,0.030198344631879617,0.03864989686181711,-0.03867692548550232,0.8956259711862274,0.039838562729461,0.0491086889288307,0.23437798798636147,0.9492705873587812,0.01361103061572581
223,1811,36443.542893,0.5052598632298979,284.82142857,0.44338808699352006,0.45463851781991793,0.271077139962178,0.272237737204593,0.290417493217521,0.418766425206111,0.421995707658621,0.4070196591890779,0.564463592492617,0.5763414988150961,-0.021218296455649,-0.020954250587294,0.5549559001739209,0.094345358386636,-0.001203267994736,0.079674513989057,0.11058021210707199,2.0,0.0321710270207103,0.42224443819688345,0.7918260653216433,0.11038864822479853,0.031356910099122004,-0.04163502629089001,0.8326771850990057,0.08006719711337387,0.04011420584100698,0.24174478697216378,0.8546559469759599,0.06504701695061306
224,1814,24649.063078,0.5418210765894721,226.6875,0.48432684892957895,0.530265412547372,0.41182427458903403,0.45415804873813304,0.44377291202545205,0.5676078552549539,0.5756358721039511,0.573137008331039,0.609456021677364,0.6288728917186911,0.13377401554449,0.100904966759331,0.552919150076129,0.224433850158345,0.12253381599756802,0.231247172098268,0.228215016424656,2.0,0.017043664780529905,0.5100370706482372,0.4580825781776233,0.4378450261627426,0.030062751353464402,0.09785251998427219,0.8663487161941874,0.05746317386898883,0.03698208792643109,0.4119160755114125,0.8647341272771479,0.05849277270172214
225,1815,74520.903577,0.54745681736413,309.51515152,0.50404296378444,0.536959466181303,0.3727244649698421,0.41132238473659205,0.388344581526025,0.453741049632094,0.5817036449461049,0.566638363707334,0.6273004659136441,0.493353013929568,0.09847311195882401,0.06805659961102,0.643067998097355,0.154852927571401,0.07474266950967098,0.221385344974977,0.22606726203646,2.0,0.03354745659613082,0.46030241179286957,0.7591348740439295,0.1366613087738727,0.039714905855909505,0.03595954564253809,0.9088753747487585,0.03256570239019447,0.050399102136156386,0.3291526985011608,0.8957651813910968,0.0397597462840371
226,1816,22969.974352,0.602272154354468,255.94117647,0.5111185403970571,0.571011325208152,0.43224572917310206,0.47538031165192796,0.423068903741382,0.550220697391324,0.599128087846244,0.572065257444614,0.663051315924016,0.6131356300377261,0.147274427933664,0.11386064851014902,0.604082739934689,0.205629151041915,0.094474835055215,0.22242286910371104,0.24512068055025,2.0,0.021807560498003288,0.5270572288063182,0.6138183890917142,0.27077395963451933,0.030094272783512913,0.09270157438641229,0.7760422127436073,0.12286464539956837,0.036942907569023416,0.4131439289080281,0.8024815540062992,0.10219751328803901
227,1838,26305.755032,0.6030395899681329,262.0,0.46778663358789796,0.6250105322675501,0.4330087475320129,0.493402906554811,0.41779337664868,0.515335416540186,0.527428718957495,0.506385918627394,0.5585029201304661,0.584902897794196,0.150302205155505,0.10169958299461801,0.605496982310681,0.173554485465618,0.08698503987150298,0.15234031781871302,0.17352721158494303,2.0,0.005168918662883004,0.5528332372295093,0.13313173298836428,0.8309934826596042,0.00906183970398561,0.12015633286729957,0.40326780300812864,0.5008212111760891,0.013560136645398103,0.45138885752951885,0.49464330077418556,0.39691932164363614
228,1894,53241.908604000004,0.569338782380025,305.14545455,0.544461271415154,0.630996031686664,0.426196774157385,0.468963518117865,0.47474305673191897,0.385623689120014,0.528334362742802,0.48755175589273403,0.63269372160236,0.22661273585011601,0.138293425397327,0.09824286003170801,0.531742500451704,0.165204399963841,0.15021552703789598,0.154779212471719,0.18247725473096,2.0,-0.011027461228271385,0.5463836358860138,-0.10438256504122378,0.8673377338765815,0.0065233301841848,0.13862397336779422,0.6191191784059551,0.2654598151424103,0.009076778156062105,0.44181294205288046,0.2755690880535932,0.6536272364237427
229,1897,29372.716888,0.563385975810717,265.1,0.557532828933788,0.672785937786102,0.43549684308609904,0.547299810175626,0.533618938248112,0.5088875254370129,0.644813257568287,0.571528201957919,0.6586766580365739,0.5514052296584511,0.21633307185937803,0.115093977840723,0.627088132894264,0.165406606107388,0.194811935694713,0.22345899017352,0.301559180021286,2.0,0.0009748219319110074,0.6105732916661027,0.02732354885084762,0.9652149064120613,0.012099908095485695,0.18401423248479992,0.3771712781459446,0.5314129450946331,0.01596511028847609,0.5133342158119631,0.4860646276432223,0.4064386645106835
230,1898,83744.79888300001,0.5729209997796071,286.7,0.6452313045792231,0.692797277424787,0.410541519818717,0.5589428846386899,0.54964388699721,0.32764606409874103,0.594131391569479,0.558535902705414,0.686388682845413,0.338900269884052,0.21895330215709802,0.09105831184516999,0.6385819339594301,0.107151659816259,0.20509474532098998,0.201874312186083,0.23523114828873898,2.0,-0.006727330866452397,0.6205618863379382,-0.07180293901507555,0.9086562765980504,-0.0004021576974281016,0.19486750664611807,-0.01268577395774034,0.9838484041731648,0.004367354070571716,0.5046779637901916,0.06414871972365532,0.9183793653189806
231,1899,23846.47801,0.5813287649043771,298.05,0.6480642071990079,0.690470066509749,0.46723857106164396,0.550162981215276,0.55960618548615,0.126219585191372,0.558319660120232,0.5336340450963311,0.645806659099668,0.169746147165465,0.21760819028866898,0.13332992766139098,0.621754933235257,0.035049173807682,0.20919989638550304,0.190167914816113,0.19719001165656197,2.0,-0.013968781464832393,0.5970747470363265,-0.10184110309354824,0.8705563748049636,-0.006689043567405304,0.18991016809312172,-0.13899113496885596,0.8236024502549174,-0.003434439760380781,0.4758918107030146,-0.028581386686042168,0.9636140034370408
232,1900,96429.08308,0.566169989348828,292.7,0.5820523705975761,0.6466275967400649,0.44826215882410897,0.5255140929028039,0.532133828463226,0.500443334747481,0.617477323645833,0.5643626653600009,0.67111188550105,0.55217255922881,0.194612761959434,0.11879387164980901,0.613137544400391,0.157851089567146,0.20149772164636603,0.224313327464564,0.26873681942621896,2.0,0.0022079410224126296,0.6063965682263406,0.0729303076157261,0.9072246298948685,0.012664022879011295,0.1714102753757119,0.4899247382968299,0.40214876288151286,0.01630406400970009,0.4990740569947687,0.5723782577225414,0.31324797171626567
233,1903,47690.160076,0.5934039257293521,254.0625,0.636392199715903,0.6656143021583559,0.43546017311340207,0.5284386707676779,0.539340085068414,0.53265225738287,0.622495657482813,0.6291824842608249,0.6689128425232199,0.547462324733319,0.196585769454638,0.11664702491239098,0.5815148506053659,0.187087614089251,0.20032609600660398,0.28363417574139504,0.27889243496018795,2.0,-0.013567826029866316,0.6606827820368317,-0.4003605814186412,0.5042108335293662,0.025266315152709808,0.1535062725922858,0.837422705847098,0.07674297737771572,0.028464319940069295,0.4850288711723121,0.8860684932050081,0.0453664630519375
234,1910,37118.707072000005,0.36954385264595896,303.90909091,0.57319051027298,0.0,0.30379461686113,0.0,0.506597133714761,0.639887002381411,0.600278955786975,0.5507839130821509,0.686782997935566,0.459399900653146,0.0,0.08754247783530299,0.6449127295124001,0.304829190400514,0.18282577095191896,0.19248950481414803,0.25211885571479803,2.0,0.1403417946687386,0.051831843668602606,0.7981065100628134,0.10553759507329095,0.045427209439117516,0.05017103605892326,0.6231726313673764,0.2614151598665811,0.1195249648236516,0.10093450652210484,0.7220117317028273,0.16841439324888693
235,1920,68974.408243,0.550172075508087,297.05084746,0.587979742908865,0.630851544878062,0.397484799104977,0.4759131720432871,0.47362690340212704,0.437013398065711,0.506333504265886,0.497397412371829,0.618496867214761,0.5385358505176769,0.163200730428336,0.096638430968094,0.610976906326728,0.12122180628957199,0.142493256435889,0.14949174043608898,0.170616809187866,2.0,-0.0009232152796772142,0.6001378282082501,-0.040093814344237304,0.9489646503820495,7.055727674829816e-05,0.1491931967253055,0.0057952023622042876,0.9926213604842986,0.007567508152084274,0.4553543535735152,0.44573313995431296,0.45187152493298816
236,1921,53238.024872,0.5366431390866641,307.54901961,0.568026520932714,0.617138233035803,0.428230116764704,0.47877281438559294,0.50150659866631,0.311895597182835,0.609779710570971,0.57742776038746,0.628409028674165,0.385324157153567,0.164050468301866,0.12285550000766901,0.5650773054609699,0.10163042387769901,0.179391669497515,0.22798525107403603,0.274179347790778,2.0,-0.004373934740821506,0.5659168532739083,-0.07068827191529055,0.9100719081907548,0.022265724383760305,0.12265025895709789,0.5380861576015394,0.3495577838997884,0.030558300390839524,0.40420159506611525,0.4166267153960818,0.4853072248560163
237,1924,39815.303674,0.525389564289174,285.02941176,0.540276426244789,0.60017591714859,0.329856427622513,0.506357686860221,0.400732029491747,0.33683981803747304,0.441948004591633,0.469902772718752,0.6005610706101,0.497554340423682,0.163983109096686,0.04474026576491299,0.5979520527409841,0.031322729657404,0.08068405382309,0.140151498813025,0.11523939469750501,2.0,0.005583691555009918,0.5505528867685991,0.18907243961682935,0.7607075958839539,-0.0013107879692907027,0.1102085211254141,-0.03982899211342389,0.9493015631846953,-0.00316938531830519,0.4406642182948807,-0.07665671850819988,0.9024933084162728
238,1940,20115.587657,0.555926342805227,277.08333333,0.5640366251269979,0.5949267745018011,0.41276443087392406,0.423547865615951,0.42188231895367295,0.391025457945135,0.51912328435315,0.536462458471457,0.66264669266012,0.521843051744832,0.10772214519480901,0.10602678405121001,0.6468937347332641,0.069597092767557,0.103222943066309,0.18277321135004398,0.17577135666377,2.0,0.020254398799604802,0.5373061793545886,0.5505904361754401,0.33620242601439937,0.022265054590793098,0.0610221860361185,0.7142241965343034,0.17531465634077006,0.032307015111048915,0.3614872317347264,0.7866059790920873,0.11447028652136139
239,1956,172610.78382,0.521148724174037,321.32203389999995,0.5603918250903339,0.592753200758622,0.379949703764375,0.431395407705824,0.44789771764602504,0.4362488406719551,0.554826985863806,0.571431711653675,0.651631370910163,0.504190172674586,0.118731037697764,0.080637582744476,0.650685266962329,0.112514232475024,0.12460733153879901,0.217715928638444,0.21276368925341896,2.0,0.0207103678227243,0.5297992638110339,0.5225153781067686,0.36636556193465897,0.028612613959597993,0.07142860204189602,0.8516096430102692,0.06707048696653325,0.038700187611348295,0.37225956987421216,0.8898004848571004,0.04318084333663951
240,1981,159095.68222000002,0.552247532208761,297.75352113,0.506225306109378,0.604684911276165,0.419394327490999,0.449256086244918,0.4854501414194439,0.256434168836527,0.571416703337117,0.5713039106444311,0.655927080438848,0.36719439312031393,0.131635291336856,0.10606258600018902,0.6581317602542409,0.038845985216138,0.15526254111083998,0.208550912154871,0.22247299923185698,2.0,0.025659547228562188,0.48145404855410256,0.32885499378108396,0.5889631991712234,0.022104169975704704,0.08504103588299826,0.47791759511510473,0.4155273052409391,0.033006221071669936,0.3677535388814776,0.4039135969693365,0.5000689017004806
241,1985,24535.675269,0.547087068584832,251.86666667,0.545511477372863,0.6288069256327371,0.479708939790726,0.529009002853524,0.533913657746532,0.410637013614178,0.587199690667066,0.5945424559441479,0.647563659332015,0.48820427263324895,0.20727179368788498,0.16802998191930998,0.6538794189691539,0.119239570403641,0.207387644797564,0.24117303402586396,0.25977239520712303,2.0,0.015219716863198562,0.5471340001984079,0.3305299023001907,0.5869498745549627,0.0120187231085517,0.1709127182987603,0.3520507541780461,0.5611945363764148,0.018435293910178174,0.475754482434555,0.3957882576287311,0.5095513481304836
