,area,PT_NDVI_0,LT_mag,PT_NDVI_2,PT_NDVI_1,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_4,PT_NDVI_3,PT_NDMI_1,PT_NDMI_0,PT_NDVI_5,PT_NDMI_3,PT_NDMI_2,PT_NDMI_5,PT_NDMI_4,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,NDVI_slope,NDVI_intercept,NDVI_rvalue,NDVI_pvalue,NDMI_slope,NDMI_intercept,NDMI_rvalue,NDMI_pvalue,NBR_slope,NBR_intercept,NBR_rvalue,NBR_pvalue,label
294,26081.010768,0.45072788628,236.33333333,0.52726166236,0.56474544203,0.42608289695,0.49208891709,0.46225026821,0.5840245238,0.63178208787,0.6133670604,0.6971324707600001,0.62601972134,0.17295135066,0.14130234826,0.6732192660899999,0.25192412607,0.17772209692000002,0.26922504223,0.29759797549,0.0097018050685,2842.1997649,5.2511396939,0.0034512146212,1011.0532335,1.8679833249,1.4813191584999998,0.038681845652,0.50163017556,0.8554999940320872,0.06448979927098833,0.031242326171,0.140157139761,0.8836362715856575,0.046809166734579605,0.041208810628000005,0.4330761395899999,0.8651044266899351,0.05825613180072454,2.0
206,41863.997754,0.5216684961300001,369.225,0.4871614348899999,0.49980493943,0.3248807927,0.3668151019,0.33814370717,0.48409626842,0.51796612978,0.4926912482600001,0.57058505813,0.6346558404,0.067823587346,0.034421374241,0.61974538803,0.15115311051,0.04351830188,0.15405592902999998,0.18381317228,0.010240794239,1880.0625112,4.3878620458,0.0031428199249,576.97652958,1.3466006584,1.2377930302,0.032330452044000015,0.4653991760440001,0.758768213490202,0.13696529465299662,0.031275955376799995,0.02624495407880001,0.8136880412517863,0.09379276271268608,0.04315747153300002,0.3104700765069999,0.8378862252002675,0.07642062561638233,2.0
72,136442.66212999998,0.50532228772,291.18243243,0.51794616733,0.53747662078,0.40431476602,0.41340864401,0.42887510414,0.51347585337,0.5349782072899999,0.53811699806,0.57045521678,0.62074953826,0.082974000858,0.075382375535,0.54828841415,0.20557294453,0.11526477655,0.22263358152,0.22789669258,0.026949458524,1508.3941842,6.375767130599999,0.0085221670643,476.99612314,2.0161945964,1.7985707011,0.007413263618999987,0.5367434006030001,0.2975406326817525,0.6268260027112571,0.0391951077354,0.0532830760014,0.9250343431132424,0.024360297677294945,0.035551981124999986,0.3791150179990001,0.9367967805240291,0.01889217438427165,2.0
365,2301495.797,0.45895250501,467.24875467,0.58725652918,0.3471719354,0.15846865726,0.3681508520699999,0.38257732213,0.45196964717,0.43086064312,0.44725340076,0.59268647352,0.50971076518,0.13715512384,-0.053122157681,0.55849111827,0.1540097069,0.095210761163,0.13388494192,0.12421704473,0.18972,632.66543267,10.95578778,0.03984981808,132.88847985,2.3012131033000003,3.0905706726,0.042806831008000014,0.3906428712860001,0.6664259133326083,0.2193305493546522,0.0022465919726999987,0.12215573979249998,0.163832615938636,0.7923387965305639,0.020648841837000026,0.35421584753899993,0.8502496984644556,0.06798002621111995,1.0
185,21812.262284,0.49283954578,238.27272727,0.51917108053,0.44156847345,0.34488225136,0.30319475796,0.44631282947,0.51041976382,0.46598614408,0.5677110277699999,0.54974209345,0.59569781713,0.013098196217,0.039314794253,0.58527031159,0.16448075687000002,0.11319802778,0.25965975722,0.14178729325,0.0075458483866,2664.0561899,4.4835883065,0.0024846173096,877.19230285,1.4763086329,1.2647969097,0.031797468919999995,0.44289754846999996,0.8114730195211622,0.09543654141126408,0.0521712387476,-0.0180689099754,0.9261628457313263,0.023816440308683285,0.05487058542299999,0.2941131483510001,0.8792330586241841,0.049457033906249566,2.0
569,908976.472,0.28314175846,779.7046594999998,0.38886600612,0.38221517621,-0.026073440171,0.076397437965,0.27147122222,0.34477288338,0.32485526415,0.21802529218,0.44693838329,0.486951859,-0.10639802171,-0.1108090853,0.44558648527,0.10383997139,0.096669531232,0.006890420423100001,0.10175270544,0.062522743775,528.79037396,5.7499065263,0.017129343804,144.87259465,1.5753007591,1.6220186843000002,0.01848149952899999,0.374667083391,0.6639309971677259,0.2217024844588249,0.02316600584742,-0.028947096187240003,0.3994882301413053,0.5052288546184512,0.033663975036000014,0.14611249487099998,0.495462937349249,0.3960125820378401,1.0
477,59985.482947,0.47910608876,351.07692308,0.5159107940600001,0.49500842365,0.37606559349,0.37011165255,0.35487751877,0.4496988949399999,0.5121510710399999,0.5142861555,0.63787514523,0.44354987834,0.072259130381,0.08203688170199999,0.63141401554,0.17309407165,0.05942457102900001,0.20688290177,0.19359801275,0.012935740091,1649.1776414,4.6188021535,0.0039239003902,500.25810234,1.4010578014,1.3029400317,0.039477553494999984,0.4263189908790001,0.7240196334286758,0.1666482559732719,0.040342098449900006,0.020025442166299975,0.9131711022058504,0.03031039071054685,0.044562255817,0.30653829110899994,0.930234507345448,0.021887546773842446,2.0
606,28223.639392,0.64838569102,259.21428571,0.53691806162,0.5023113360600001,0.56372991204,0.41329664752,0.43856154119,0.48523370776,0.53911213338,0.34419716661,0.60115660756,0.59657508953,0.11051144042,0.18855283017,0.39648910743,0.14196306875999998,0.099082040363,0.12107510032,0.17727191907,0.0097018050685,2619.2821363000007,5.0410083025,0.0031543532477,851.60864964,1.6389858174,1.4220421874,-0.014740591132000025,0.5709118138360001,-0.2781718676319513,0.6504428274840878,0.009931719850699995,0.1001855542345,0.5099479548927323,0.38006972591509625,-0.0037648369629999907,0.4553747501809999,-0.0808579485387319,0.8971607556833762,1.0
567,43137.933819,0.57728156447,327.65714286,0.47221261225,0.42201963411,0.40944882578,0.4792907348800001,0.3702697559000001,0.40029020397,0.36841231451,0.48087698603,0.58681945617,0.57521667274,0.23557155675,0.12386771289,0.48062087061,0.12545555725,0.13792359815,0.18152015747000005,0.093161191991,0.014013718432,2473.7664621,5.8878405776,0.0046521978439,821.22750337,1.9546132151,1.6609291617,0.023180931692000008,0.43783505409999995,0.5163875958468712,0.3730324660222944,-0.015286520471899991,0.2005859737379,-0.43795280596456976,0.4607582930618249,0.00013150609099997772,0.41943348078500015,0.003683757703102667,0.9953097046271726,2.0
603,10511.33142,0.20896163583,373.77777778,0.44644828847,0.38734424585,0.19141809093,0.34782326065,0.24840667295,0.35063038217,0.4072736235,0.55629046967,0.50580016563,0.48453158768,0.035142182912,0.071995501848,0.45127096929,0.032801961649000004,0.0027398740701,0.23127565494,0.07931853772000001,0.0053898917047,3905.9470454,4.5883146774,0.0015714099624,1138.7694663,1.3377121081,1.2943396735,0.018720532404,0.398917454172,0.65708010167911,0.2282517303137608,0.04688456077059,-0.06439804005355,0.8158626175071099,0.0921875046799679,0.057580136859,0.209344471211,0.8061633219633147,0.09941208389698304,1.0
78,64844.027936,0.5781466189100001,335.59701493,0.5610223524600001,0.58527983661,0.46613657322,0.4935274659100001,0.49050096289,0.56328413935,0.5857147245800001,0.5963805358600001,0.68334841575,0.6927398728499999,0.15123253545,0.13494035304000002,0.58136595773,0.25194960946999995,0.15701448462,0.27191787563,0.26141739656,0.014013718432,1649.1776414,4.8074017006,0.0040424187785,475.72431963,1.3867504906,1.3561429817,0.011449830552999984,0.5864017954210001,0.2910351323076304,0.6347422460713494,0.034577359230000014,0.114974302656,0.9202025923589284,0.026733095685374655,0.030091990159000014,0.45560559524099997,0.94002412903642,0.017472400676245434,2.0
