,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,TXU_asm,TXU_HOM,TXU_ENT,TXU_CON,Area,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,ndvi_rvalue,ndmi_rvalue,nbr_rvalue,ndvi_slope,ndmi_slope,nbr_slope,label
40084,-0.34,-0.13,-0.11,-0.12,-0.06,-0.01,-0.3,0.06,0.13,0.12,0.21,0.3,0.18,0.35,0.39,0.44,0.4,0.5,31882.15,763.0,0.07,0.02,2.22,5258.52,0.0,0.01,2767.26,5.73,0.0,839.09,1.74,1.62,0.8832306087235633,0.8748405882996366,0.8889353838864114,0.051428571428571435,0.05285714285714286,0.09828571428571428,1.0
21534,0.1,0.08,0.07,0.15,0.21,0.16,0.31,0.35,0.31,0.48,0.51,0.48,0.41,0.52,0.24,0.49,0.51,0.58,72810.62,401.24,0.06,0.01,2.34,37915.64,0.0,0.02,2275.14,7.18,0.01,739.28,2.33,2.02,0.4756808542582681,0.7595027945255819,0.861253877644822,0.030571428571428562,0.022000000000000002,0.042857142857142864,1.0
4341,-0.02,0.14,0.24,0.14,0.14,0.08,0.25,0.44,0.56,0.43,0.49,0.42,0.36,0.56,0.65,0.42,0.6,0.58,209411.24,446.7,0.03,0.02,3.22,15694.24,0.0,0.04,1321.86,7.06,0.01,304.78,1.63,1.99,0.4688924943248259,0.2492223931396135,0.4513268172187353,0.028285714285714275,0.011428571428571429,0.02485714285714285,2.0
10365,0.05,-0.19,-0.15,-0.06,-0.13,-0.04,0.2,-0.04,0.02,0.19,0.08,0.22,0.31,0.21,0.26,0.34,0.25,0.37,8408.2,576.0,0.11,0.01,1.57,122041.88,0.0,0.01,4638.31,5.0,0.0,1484.98,1.6,1.41,0.4429811949614588,-0.110171966206754,0.3124393771901011,0.014285714285714284,-0.0051428571428571435,0.018000000000000002,1.0
11037,0.07,-0.01,0.18,0.07,0.14,0.23,0.36,0.23,0.49,0.29,0.45,0.57,0.43,0.46,0.44,0.31,0.58,0.49,18286.98,332.1,0.12,0.02,1.65,22946.25,0.0,0.01,3710.65,6.0,0.0,972.39,1.57,1.69,0.32208085064497083,0.7014443885204118,0.6299418116019534,0.015142857142857137,0.03257142857142857,0.043142857142857136,1.0
45257,-0.02,-0.02,-0.09,-0.06,-0.04,-0.07,0.16,0.19,0.15,0.17,0.19,0.15,0.32,0.33,0.39,0.45,0.43,0.41,30727.08,369.35,0.1,0.02,1.75,9469.63,0.0,0.01,2517.94,5.08,0.0,848.56,1.71,1.43,0.8157991896514791,-0.5291502622129182,-0.08739511798611893,0.02314285714285713,-0.008,-0.000857142857142858,1.0
8707,0.11,0.17,0.21,0.23,0.25,0.18,0.41,0.47,0.55,0.59,0.61,0.47,0.53,0.51,0.68,0.68,0.68,0.51,13617.77,290.67,0.16,0.05,1.06,5543.04,0.0,0.01,4122.94,5.77,0.0,1267.06,1.77,1.63,0.2441586622090195,0.6525526104483941,0.5164772681085841,0.011714285714285714,0.017428571428571425,0.021714285714285717,2.0
50359,-0.1,-0.14,-0.09,-0.06,0.01,-0.01,0.16,0.09,0.14,0.18,0.18,0.1,0.36,0.34,0.37,0.43,0.14,0.38,24295.27,281.94,0.09,0.03,1.96,2379.5,0.0,0.01,2473.77,4.47,0.0,848.97,1.53,1.26,-0.2330250483292316,0.8746769164061458,0.013635659333306231,-0.012571428571428572,0.02657142857142857,0.0002857142857142852,2.0
16278,-0.16,-0.07,-0.0,-0.0,0.11,-0.03,-0.06,0.11,0.23,0.25,0.35,0.24,0.3,0.43,0.47,0.45,0.39,0.45,59885.94,839.53,0.06,0.02,2.25,14669.12,0.0,0.02,2156.62,6.29,0.01,815.39,2.38,1.77,0.5214437112731405,0.7133938727029152,0.8377515599747988,0.017428571428571432,0.03400000000000001,0.064,1.0
10828,0.16,0.02,0.08,0.07,-0.02,0.09,0.48,0.28,0.37,0.4,0.26,0.41,0.55,0.44,0.54,0.52,0.34,0.53,19400.75,322.17,0.13,0.02,1.14,26119.9,0.0,0.01,4813.82,7.89,0.0,1393.24,2.28,2.23,-0.2741333714960534,-0.4147600312519775,-0.2437032632209185,-0.012,-0.013714285714285715,-0.010857142857142857,1.0
14126,0.09,0.2,0.21,0.24,0.23,0.16,0.34,0.5,0.56,0.57,0.58,0.37,0.45,0.52,0.68,0.71,0.68,0.35,38345.81,303.71,0.06,0.04,2.47,1419.14,0.0,0.01,2136.43,4.68,0.0,730.89,1.6,1.32,0.0036210736880331273,0.4514572233124736,0.2014318986793774,0.00028571428571427966,0.013428571428571429,0.011428571428571416,1.0
6377,0.15,0.06,-0.01,0.05,0.11,0.14,0.45,0.31,0.24,0.31,0.4,0.43,0.48,0.44,0.37,0.38,0.5,0.36,20340.81,363.45,0.08,0.01,1.87,37044.45,0.0,0.01,2929.46,4.87,0.0,921.22,1.53,1.37,-0.3644144527195495,0.1397215620288451,0.15572163683477402,-0.011714285714285714,0.004571428571428575,0.006857142857142857,1.0
34147,0.09,0.02,-0.05,0.03,-0.18,-0.19,0.42,0.26,0.25,0.25,0.04,0.0,0.43,0.27,0.43,0.28,0.23,0.21,23879.39,309.32,0.08,0.02,2.05,18102.75,0.0,0.01,2529.99,4.52,0.0,843.33,1.51,1.28,-0.7498739096085284,-0.8843764134889069,-0.9423949236569068,-0.039142857142857146,-0.05485714285714286,-0.07885714285714286,2.0
29365,0.12,0.12,0.24,0.26,0.31,0.33,0.42,0.45,0.57,0.59,0.66,0.67,0.51,0.52,0.64,0.64,0.7,0.72,77670.06,351.4,0.04,0.02,2.9,39714.81,0.0,0.02,1927.61,6.45,0.01,508.29,1.7,1.82,0.9588351318075928,0.9610548234239156,0.9700950793516444,0.045428571428571415,0.04685714285714285,0.0542857142857143,2.0
29654,-0.03,-0.26,-0.13,-0.09,-0.04,0.05,0.01,-0.12,0.07,0.16,0.23,0.33,0.23,0.3,0.4,0.42,0.45,0.5,10092.3,905.5,0.12,0.01,0.72,5529.66,0.0,0.01,4081.71,4.92,0.0,1449.06,1.75,1.39,0.9715364011314268,0.5559148997710911,0.9092341820604,0.052000000000000005,0.03142857142857143,0.07828571428571429,1.0
39866,-0.06,-0.02,-0.02,-0.04,-0.03,-0.01,0.16,0.19,0.14,0.07,0.16,0.19,0.29,0.29,0.24,0.19,0.35,0.38,110999.98,362.56,0.08,0.01,1.66,15098.98,0.0,0.04,2521.8,9.75,0.01,989.23,3.83,2.75,0.4456267888568543,0.5976143046671968,-0.012022623819198226,0.016571428571428574,0.005714285714285714,-0.00028571428571428595,1.0
44465,0.02,0.06,-0.11,-0.07,-0.11,-0.07,0.33,0.19,0.09,0.15,0.09,0.14,0.47,0.23,0.38,0.41,0.37,0.4,48362.29,306.24,0.06,0.03,2.35,3234.05,0.0,0.02,2803.6,7.17,0.0,743.27,1.9,2.02,0.06688501869787693,-0.6963837618539603,-0.7116059153235055,0.002857142857142862,-0.026285714285714284,-0.034,1.0
18494,0.29,-0.03,0.02,0.08,0.09,0.08,0.62,0.27,0.35,0.36,0.45,0.43,0.5,0.42,0.44,0.43,0.58,0.58,7476.98,330.91,0.18,0.01,1.0,15448.33,0.0,0.01,5831.02,5.88,0.0,1911.28,1.93,1.66,0.629537373930231,-0.3087406972790376,-0.1785050327972161,0.02485714285714285,-0.018000000000000002,-0.011428571428571429,2.0
15919,-0.07,-0.05,-0.18,-0.09,-0.02,0.02,0.22,0.24,-0.0,0.17,0.27,0.36,0.31,0.36,0.29,0.4,0.43,0.51,6066.1,464.83,0.07,0.01,0.29,5773.78,0.0,0.0,4947.53,4.62,0.0,1665.21,1.55,1.3,0.8667469984364808,0.4927743423338179,0.4252619471630004,0.037714285714285714,0.018000000000000002,0.027428571428571427,1.0
19813,0.05,0.0,0.17,0.12,0.11,0.14,0.34,0.29,0.36,0.41,0.41,0.46,0.45,0.43,0.24,0.44,0.57,0.56,1876173.24,413.8,0.03,0.02,3.32,37194.26,0.0,0.27,1164.35,17.82,0.03,126.4,1.93,5.03,0.524509005516775,0.6250895084384468,0.8927804368665464,0.03342857142857143,0.02085714285714286,0.028857142857142862,2.0
16404,0.12,0.12,0.22,0.2,0.24,0.22,0.43,0.43,0.55,0.48,0.57,0.57,0.53,0.57,0.67,0.55,0.62,0.62,215240.29,329.88,0.04,0.01,3.04,33647.58,0.0,0.05,1581.89,8.81,0.01,280.82,1.56,2.48,0.4895580956204456,0.8445161615799966,0.8394629155461133,0.013714285714285714,0.024,0.02999999999999999,2.0
46433,-0.01,-0.13,-0.04,-0.1,-0.12,-0.1,0.26,0.0,0.06,-0.03,-0.06,-0.04,0.38,0.13,0.16,0.15,0.15,0.14,157391.42,617.96,0.04,0.03,2.91,10465.34,0.0,0.05,2087.24,10.06,0.01,374.67,1.81,2.84,-0.6398275963424248,-0.5389064557668862,-0.7923740542435781,-0.032857142857142856,-0.013714285714285715,-0.050571428571428566,1.0
30599,0.06,-0.14,-0.19,-0.15,-0.03,-0.11,0.33,0.09,0.02,0.08,0.19,0.15,0.26,0.21,0.21,0.29,0.34,0.35,115485.34,459.83,0.04,0.02,2.84,14600.04,0.0,0.02,1610.28,6.32,0.01,504.87,1.98,1.78,0.8033989816658585,-0.2781810278959296,-0.2654168920593285,0.026285714285714284,-0.01371428571428571,-0.015428571428571429,2.0
45234,-0.18,-0.13,-0.09,-0.02,-0.11,-0.04,0.06,0.13,0.16,0.22,0.1,0.15,0.26,0.3,0.37,0.35,0.31,0.29,24809.15,373.33,0.09,0.02,1.92,3599.23,0.0,0.01,2581.32,4.72,0.0,857.49,1.57,1.33,0.21204921880162475,0.7531462756160114,0.4107919181288745,0.004571428571428568,0.023714285714285712,0.011999999999999995,2.0
26632,-0.15,-0.21,-0.15,-0.18,-0.14,-0.07,0.13,0.03,0.11,0.08,0.12,0.21,0.28,0.27,0.35,0.32,0.38,0.39,155828.32,377.27,0.04,0.02,2.98,21739.2,0.0,0.03,1640.5,7.46,0.01,470.52,2.14,2.11,0.9020969251688528,0.6609713434659,0.5744282170857538,0.024285714285714282,0.01657142857142857,0.018285714285714284,2.0
25159,-0.0,0.1,0.05,0.15,0.16,0.25,0.29,0.41,0.39,0.49,0.51,0.61,0.45,0.47,0.53,0.6,0.62,0.68,72296.23,449.88,0.04,0.02,2.84,19067.9,0.0,0.02,1712.61,5.52,0.01,534.94,1.72,1.56,0.9895988606875176,0.9250103933688474,0.9631426606617745,0.047714285714285716,0.04371428571428572,0.057142857142857134,1.0
35927,-0.14,0.1,0.16,0.17,0.1,0.21,0.14,0.42,0.49,0.51,0.44,0.53,0.34,0.6,0.62,0.59,0.58,0.46,10659.75,411.2,0.17,0.02,0.7,3707.92,0.0,0.01,3710.65,4.47,0.0,1187.99,1.43,1.26,0.24868188277214825,0.7522466654432189,0.7527904131061285,0.014571428571428569,0.05028571428571429,0.05800000000000001,2.0
36230,0.04,-0.04,0.05,0.09,0.07,0.09,0.22,0.18,0.32,0.33,0.37,0.38,0.28,0.34,0.44,0.35,0.48,0.51,1154413.17,635.79,0.02,0.01,3.55,67859.61,0.0,0.12,709.92,9.09,0.02,133.68,1.71,2.56,0.8779093584538226,0.6821842146102753,0.9025199963899202,0.04228571428571428,0.017714285714285714,0.03942857142857143,1.0
26099,0.06,0.08,0.11,0.11,0.17,0.18,0.33,0.34,0.41,0.41,0.48,0.51,0.46,0.48,0.53,0.56,0.46,0.63,37331.86,419.29,0.06,0.01,2.54,55750.04,0.0,0.01,2169.3,4.71,0.0,715.3,1.55,1.33,0.6519444804295677,0.9703675096978748,0.9759498624984724,0.023428571428571427,0.024857142857142862,0.037714285714285714,1.0
29834,0.16,0.24,0.29,0.27,0.35,0.35,0.49,0.59,0.62,0.6,0.68,0.67,0.58,0.66,0.69,0.59,0.67,0.74,21622.48,267.08,0.1,0.02,1.97,7058.04,0.0,0.01,3008.63,4.93,0.0,897.0,1.47,1.39,0.6406220504125492,0.9351738493642262,0.8969514762376677,0.020857142857142862,0.036000000000000004,0.03285714285714286,2.0
29666,0.02,-0.08,0.07,0.07,0.06,0.08,0.15,0.15,0.35,0.37,0.35,0.34,0.22,0.41,0.53,0.53,0.48,0.46,9082.55,765.75,0.13,0.01,0.62,6155.04,0.0,0.01,4947.53,5.66,0.0,1319.99,1.51,1.6,0.6487417222970016,0.6321304456426101,0.7990572090039835,0.040285714285714286,0.02057142857142857,0.04485714285714286,1.0
44466,0.23,0.12,0.08,0.06,0.05,0.03,0.52,0.38,0.35,0.32,0.29,0.26,0.54,0.35,0.45,0.44,0.38,0.41,14513.99,289.09,0.1,0.01,1.15,1992.92,0.0,0.01,3573.22,5.0,0.0,1174.21,1.64,1.41,-0.4605418464122583,-0.9022436386781062,-0.9294579137854024,-0.016285714285714292,-0.03514285714285715,-0.045714285714285714,1.0
24921,0.02,0.13,0.04,0.17,0.14,0.28,0.31,0.45,0.39,0.52,0.49,0.65,0.48,0.57,0.53,0.58,0.58,0.7,35531.41,416.09,0.08,0.01,1.89,35873.16,0.0,0.01,2756.48,6.22,0.0,915.08,2.06,1.75,0.86259399512604,0.8281563776503721,0.8958694393014229,0.033714285714285704,0.04171428571428572,0.05571428571428571,1.0
4567,0.01,-0.02,0.05,-0.02,0.02,0.0,0.18,0.19,0.27,0.22,0.3,0.27,0.22,0.29,0.31,0.37,0.41,0.4,23938.04,459.12,0.08,0.01,1.86,69798.28,0.0,0.01,2903.99,5.31,0.0,974.69,1.78,1.5,0.9613462978473076,-5.2321500404808676e-18,0.8003956144628558,0.037714285714285714,-7.434529182757745e-20,0.02085714285714286,1.0
47244,0.01,0.1,0.16,0.18,0.18,0.26,0.31,0.36,0.41,0.4,0.45,0.52,0.39,0.52,0.37,0.49,0.59,0.33,139912.31,359.93,0.05,0.02,2.74,27716.65,0.0,0.04,1890.6,8.26,0.01,511.44,2.24,2.33,0.01595872618275716,0.9501115598946596,0.9657885542287716,0.0008571428571428548,0.043142857142857136,0.037428571428571436,2.0
42701,0.2,0.23,0.16,0.2,0.24,0.29,0.46,0.54,0.46,0.51,0.51,0.6,0.52,0.45,0.54,0.6,0.63,0.65,21844.74,427.33,0.1,0.01,1.86,27374.17,0.0,0.01,2588.83,4.57,0.0,849.9,1.5,1.29,0.8842151193476405,0.6278288749411836,0.6682937537889929,0.03571428571428571,0.014857142857142853,0.01885714285714285,1.0
780,0.19,0.25,0.24,0.31,0.22,0.21,0.49,0.58,0.56,0.63,0.54,0.52,0.55,0.53,0.52,0.69,0.63,0.58,92264.58,294.17,0.04,0.02,2.78,4083.48,0.0,0.02,1703.25,6.21,0.01,533.4,1.94,1.75,0.5049949531410398,0.10231774231571228,0.10941329423113652,0.0177142857142857,0.002285714285714285,0.0028571428571428662,2.0
35236,0.09,-0.09,0.1,-0.01,-0.02,-0.0,0.23,0.12,0.3,0.28,0.2,0.26,0.23,0.29,0.2,0.4,0.23,0.38,5318.39,425.14,0.13,0.02,1.44,18379.84,0.0,0.0,5194.91,4.43,0.0,1855.32,1.58,1.25,0.4885730413371839,-0.2600212978547245,0.3031327648002185,0.02200000000000001,-0.01,0.010571428571428574,2.0
3337,0.01,0.02,0.12,0.19,0.08,0.23,0.27,0.27,0.4,0.47,0.19,0.56,0.38,0.44,0.54,0.57,0.15,0.65,348997.95,481.47,0.02,0.01,3.44,43119.55,0.0,0.05,1222.33,8.04,0.01,248.52,1.63,2.27,0.1536695368949942,0.8079584444446238,0.48672368153101003,0.014571428571428569,0.038571428571428576,0.036571428571428574,2.0
17339,0.04,0.1,0.13,0.15,0.14,0.21,0.27,0.33,0.38,0.43,0.39,0.51,0.42,0.34,0.5,0.51,0.43,0.58,134524.01,514.44,0.03,0.01,3.12,58103.77,0.0,0.02,1403.19,5.83,0.01,419.8,1.75,1.65,0.6867243235068619,0.9388913749422446,0.9276136444809924,0.03085714285714285,0.028285714285714282,0.040857142857142856,2.0
6807,0.17,0.21,0.2,0.21,0.2,0.11,0.43,0.5,0.48,0.56,0.52,0.45,0.52,0.59,0.51,0.63,0.67,0.55,54840.16,389.24,0.07,0.01,2.4,38608.17,0.0,0.02,2210.6,5.78,0.01,762.39,1.99,1.63,0.43013348998385453,-0.4406637907582849,0.2710523708715755,0.01457142857142858,-0.009142857142857144,0.006857142857142864,1.0
10640,0.11,-0.01,0.01,0.06,-0.02,0.04,0.41,0.22,0.27,0.37,0.25,0.35,0.45,0.29,0.42,0.48,0.34,0.49,35100.13,244.27,0.08,0.04,2.15,2930.42,0.0,0.01,2658.38,5.86,0.0,787.14,1.74,1.65,0.2727380000438074,-0.361822675031154,-0.07790193746995765,0.011714285714285714,-0.00942857142857143,-0.0031428571428571447,1.0
30449,-0.08,-0.1,-0.06,0.09,0.12,0.14,0.15,0.17,0.21,0.4,0.45,0.45,0.3,0.36,0.45,0.45,0.6,0.58,125575.54,367.36,0.04,0.01,2.94,46192.79,0.0,0.03,2081.99,8.34,0.01,548.2,2.2,2.35,0.9595478312341252,0.9313380315584374,0.9452084112035568,0.060571428571428575,0.054571428571428576,0.07228571428571429,2.0
44788,0.07,0.03,0.11,0.09,0.11,0.11,0.34,0.27,0.35,0.31,0.35,0.34,0.33,0.32,0.36,0.38,0.46,0.47,64729.1,366.21,0.04,0.02,2.98,21873.08,0.0,0.02,1586.23,4.89,0.0,504.32,1.56,1.38,0.9462834974310476,0.7006490497453705,0.3403382373905638,0.03257142857142857,0.011999999999999995,0.005714285714285711,1.0
15222,-0.02,0.16,0.15,-0.06,-0.01,0.13,0.31,0.47,0.48,0.22,0.28,0.38,0.47,0.5,0.6,0.4,0.46,0.41,6891.86,380.0,0.08,0.01,0.32,1197.15,0.0,0.0,5137.82,4.99,0.0,1664.36,1.62,1.41,-0.4566566130104198,0.016251074506160618,-0.2438926995242769,-0.01771428571428571,0.000857142857142858,-0.013714285714285708,2.0
44217,0.04,0.02,0.02,0.01,-0.01,0.01,0.35,0.19,0.25,0.18,0.14,0.16,0.47,0.23,0.29,0.23,0.18,0.19,8601.67,304.67,0.11,0.01,0.52,1121.55,0.0,0.01,5565.97,6.0,0.0,1766.22,1.9,1.69,-0.7993742159885009,-0.8132500607904445,-0.8089511973401815,-0.046,-0.0071428571428571435,-0.03342857142857142,1.0
22278,0.01,-0.03,0.05,0.09,0.13,0.11,0.25,0.22,0.32,0.39,0.44,0.42,0.29,0.38,0.46,0.54,0.56,0.58,557545.87,452.37,0.03,0.02,3.14,44278.89,0.0,0.09,1148.36,9.95,0.02,267.23,2.32,2.81,0.965369854902769,0.8844521689146024,0.923676567065995,0.05914285714285715,0.029142857142857137,0.04514285714285714,2.0
36403,0.25,0.16,0.22,0.23,0.3,0.25,0.53,0.39,0.47,0.47,0.57,0.51,0.57,0.45,0.5,0.51,0.44,0.58,3490.79,501.33,0.15,0.01,0.74,84447.09,0.0,0.0,7421.3,5.29,0.0,2248.99,1.6,1.49,0.027433797411552784,0.5003722378776896,0.3795360576382947,0.000857142857142858,0.012285714285714285,0.012571428571428563,2.0
5414,-0.0,-0.02,-0.04,-0.05,-0.01,0.07,0.23,0.2,0.18,0.18,0.23,0.34,0.3,0.3,0.34,0.36,0.34,0.43,35103.76,430.98,0.08,0.01,1.65,18869.89,0.0,0.01,2676.53,5.63,0.0,944.34,1.99,1.59,0.8785916655537186,0.4640129252052534,0.5712161049510917,0.02257142857142857,0.010571428571428574,0.01828571428571429,2.0
35840,-0.01,0.18,0.22,0.19,0.12,0.2,0.29,0.42,0.52,0.53,0.45,0.55,0.41,0.32,0.54,0.62,0.59,0.61,26729.52,448.58,0.1,0.02,1.83,4841.85,0.0,0.01,2671.67,5.09,0.0,967.62,1.84,1.44,0.8229456535959075,0.5262348115842176,0.7702079842374078,0.053999999999999986,0.024000000000000004,0.04000000000000002,2.0
10471,0.11,0.1,0.14,0.13,0.13,0.1,0.4,0.33,0.38,0.4,0.4,0.43,0.41,0.34,0.43,0.43,0.44,0.46,30108.7,293.77,0.07,0.01,2.16,34673.4,0.0,0.01,2782.99,5.61,0.0,755.5,1.52,1.58,0.7054568145868695,0.0931006807581148,0.6069327367499429,0.01571428571428572,0.0008571428571428575,0.010857142857142852,1.0
13224,-0.09,-0.08,-0.05,-0.1,-0.05,-0.06,0.11,0.14,0.23,0.15,0.23,0.2,0.25,0.32,0.37,0.31,0.41,0.23,5254.91,315.0,0.19,0.01,0.97,13967.0,0.0,0.0,5937.04,5.06,0.0,1855.32,1.58,1.43,0.0856738353648342,0.4752475892792573,0.677891049685037,0.0031428571428571412,0.005428571428571429,0.018285714285714284,1.0
21169,0.07,0.0,0.04,0.07,0.06,0.06,0.38,0.3,0.35,0.41,0.39,0.38,0.47,0.38,0.45,0.53,0.52,0.54,2220012.39,385.66,0.03,0.02,3.1,27920.15,0.0,0.34,1114.45,19.33,0.05,161.99,2.81,5.45,0.743263360520097,0.3187276291558382,0.4559501622211861,0.024285714285714296,0.00457142857142857,0.00942857142857143,2.0
43697,-0.09,-0.07,-0.03,-0.02,0.09,0.0,0.11,0.15,0.2,0.23,0.31,0.24,0.3,0.3,0.39,0.39,0.39,0.46,57018.43,405.81,0.05,0.01,2.7,35582.32,0.0,0.02,1998.04,5.49,0.0,624.13,1.72,1.55,0.92577967006447,0.7944449994448055,0.8780490910332541,0.030571428571428583,0.026857142857142854,0.033142857142857134,1.0
21532,0.08,-0.0,0.1,0.16,0.2,0.12,0.3,0.26,0.28,0.45,0.47,0.41,0.31,0.38,0.15,0.31,0.38,0.42,20678.36,343.13,0.1,0.01,1.77,31614.9,0.0,0.01,2664.06,4.48,0.0,851.0,1.43,1.26,0.39502399426358403,0.6662864061573011,0.7810081834159069,0.020285714285714285,0.02457142857142857,0.03857142857142856,1.0
22979,0.02,-0.17,-0.22,-0.15,-0.17,-0.08,0.33,0.09,0.0,0.1,0.08,0.2,0.43,0.22,0.28,0.3,0.37,0.43,9086.82,427.65,0.05,0.01,0.47,489.12,0.0,0.01,5238.56,5.82,0.0,2070.72,2.3,1.64,0.29330160656538834,-0.26833976770875945,-0.2683536856186797,0.013428571428571429,-0.01228571428571428,-0.016571428571428574,2.0
39088,0.15,0.23,0.23,0.21,0.21,0.14,0.43,0.53,0.54,0.5,0.54,0.36,0.52,0.52,0.6,0.28,0.6,0.23,10428.83,314.0,0.1,0.01,0.61,8941.23,0.0,0.01,4947.53,6.11,0.0,1801.97,2.23,1.72,-0.5039378805522322,-0.1742652396911104,-0.26218535395835657,-0.04371428571428572,-0.0037142857142857134,-0.010285714285714287,1.0
29741,0.18,0.18,0.22,0.21,0.21,0.28,0.4,0.43,0.49,0.49,0.49,0.56,0.44,0.46,0.51,0.48,0.5,0.54,38445.43,405.84,0.06,0.01,2.39,92790.02,0.0,0.01,2313.13,5.47,0.0,748.11,1.77,1.54,0.8757977319442752,0.8448194738658157,0.9398200905360063,0.01685714285714286,0.016571428571428574,0.028000000000000004,2.0
4661,0.09,0.17,0.21,0.18,0.16,0.26,0.36,0.46,0.35,0.51,0.51,0.55,0.34,0.55,0.25,0.52,0.61,0.49,17875.62,459.57,0.11,0.01,1.52,82730.03,0.0,0.01,3092.21,5.0,0.0,1030.74,1.67,1.41,0.4688072309384952,0.7492163497013872,0.8034555351504815,0.034285714285714274,0.02257142857142857,0.036000000000000004,1.0
31136,0.04,0.13,0.08,0.05,0.12,0.08,0.33,0.4,0.39,0.35,0.42,0.38,0.42,0.37,0.48,0.46,0.5,0.47,210478.63,317.45,0.04,0.02,2.91,20924.46,0.0,0.05,1666.4,8.79,0.01,473.54,2.5,2.48,0.7002186247515698,0.20701966780270625,0.435805212496653,0.017714285714285717,0.004,0.007714285714285707,2.0
6352,0.03,0.13,0.06,0.06,0.11,0.14,0.22,0.34,0.3,0.34,0.4,0.45,0.42,0.39,0.48,0.47,0.6,0.55,11161.35,446.85,0.1,0.01,0.82,11940.29,0.0,0.01,3533.95,4.36,0.0,1131.42,1.4,1.23,0.8628282863597148,0.5891085671407126,0.9199328213961424,0.03628571428571429,0.014000000000000002,0.039142857142857146,1.0
18559,0.04,0.18,0.07,0.05,0.13,0.14,0.36,0.53,0.42,0.4,0.49,0.52,0.49,0.66,0.5,0.54,0.63,0.64,14417.52,343.56,0.1,0.02,1.14,1878.6,0.0,0.01,3298.36,4.62,0.0,1000.52,1.4,1.3,0.4953050603453778,0.3129637916474149,0.505701349796409,0.02,0.00942857142857143,0.01885714285714286,2.0
20694,0.09,0.03,-0.09,0.02,-0.03,0.03,0.38,0.34,0.21,0.33,0.3,0.36,0.48,0.46,0.38,0.48,0.51,0.56,15884.13,382.0,0.12,0.01,1.47,30499.66,0.0,0.01,2968.52,4.38,0.0,1049.53,1.55,1.24,0.5842278688779439,-0.32182025477556625,-0.08859623899229188,0.018571428571428586,-0.010571428571428572,-0.002857142857142861,1.0
24480,0.01,0.03,0.09,0.28,0.13,0.18,0.26,0.27,0.4,0.46,0.44,0.51,0.45,0.39,0.49,0.19,0.55,0.61,35374.78,381.15,0.07,0.02,2.28,28258.0,0.0,0.01,2361.32,5.17,0.0,730.89,1.6,1.46,0.35587378920925583,0.7134121642499329,0.9431191251430152,0.027999999999999997,0.0382857142857143,0.052000000000000005,1.0
16030,-0.16,-0.19,-0.15,-0.09,-0.07,-0.06,-0.05,-0.05,0.03,0.13,0.17,0.2,0.18,0.3,0.38,0.43,0.41,0.46,9146.79,819.0,0.12,0.02,0.71,15250.79,0.0,0.01,4535.24,5.19,0.0,1761.32,2.01,1.46,0.917233365760864,0.9163419338230352,0.9736386970458414,0.05085714285714287,0.02628571428571429,0.057428571428571426,1.0
36677,0.06,-0.1,-0.01,-0.03,0.08,0.14,0.36,0.02,0.22,0.2,0.32,0.35,0.47,0.2,0.36,0.36,0.36,0.39,31560.59,652.62,0.07,0.02,2.24,3560.54,0.0,0.01,3435.79,6.8,0.0,924.48,1.83,1.92,0.04871051007122512,0.5691024082012024,0.344031291341167,0.002285714285714291,0.026285714285714284,0.023714285714285712,1.0
32402,0.2,0.24,0.2,0.24,0.27,0.23,0.54,0.57,0.52,0.52,0.58,0.51,0.51,0.58,0.58,0.51,0.58,0.55,54488.24,224.8,0.07,0.02,2.27,9430.18,0.0,0.02,2665.9,7.29,0.01,797.46,2.18,2.06,0.20257348742260484,0.5577733510227171,-0.22131333406899567,0.003714285714285721,0.008,-0.003428571428571432,2.0
37176,-0.13,-0.03,0.16,0.15,0.21,0.19,0.13,0.27,0.49,0.48,0.54,0.49,0.39,0.41,0.63,0.64,0.7,0.62,218966.43,424.86,0.04,0.02,2.89,28263.25,0.0,0.06,2059.31,10.85,0.01,483.06,2.54,3.06,0.8285714285714287,0.8925751912546069,0.8553372034476997,0.05800000000000001,0.066,0.07428571428571429,2.0
11331,0.04,0.04,0.11,0.11,0.12,0.09,0.22,0.3,0.41,0.41,0.44,0.33,0.31,0.51,0.52,0.56,0.56,0.39,644667.8,475.8,0.02,0.02,3.46,48443.83,0.0,0.08,906.33,8.67,0.02,218.96,2.1,2.45,0.3087989644385101,0.7236464068434284,0.6189738325336417,0.016857142857142866,0.013999999999999999,0.02771428571428572,1.0
45195,0.02,0.12,0.03,0.06,-0.01,-0.01,0.24,0.42,0.31,0.3,0.16,0.16,0.18,0.39,0.52,0.5,0.3,0.45,42554.08,437.64,0.08,0.04,2.12,15492.99,0.0,0.01,2348.51,5.63,0.0,758.83,1.82,1.59,0.4350697809383161,-0.5530100413375023,-0.6364000353590538,0.030285714285714287,-0.014571428571428569,-0.034,1.0
