,area,PT_NDVI_0,LT_mag,PT_NDVI_2,PT_NDVI_1,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_4,PT_NDVI_3,PT_NDMI_1,PT_NDMI_0,PT_NDVI_5,PT_NDMI_3,PT_NDMI_2,PT_NDMI_5,PT_NDMI_4,label
1956,172610.78382,0.521148724174037,321.3220339,0.560391825090334,0.592753200758622,0.379949703764375,0.431395407705824,0.447897717646025,0.436248840671955,0.554826985863806,0.571431711653675,0.651631370910163,0.504190172674586,0.118731037697764,0.080637582744476,0.650685266962329,0.112514232475024,0.124607331538799,0.217715928638444,0.212763689253419,2.0
1981,159095.68222,0.552247532208761,297.75352113,0.506225306109378,0.604684911276165,0.419394327490999,0.449256086244918,0.485450141419444,0.256434168836527,0.571416703337117,0.571303910644431,0.655927080438848,0.367194393120314,0.131635291336856,0.106062586000189,0.658131760254241,0.038845985216138,0.15526254111084,0.208550912154871,0.222472999231857,2.0
1985,24535.675269,0.547087068584832,251.86666667,0.545511477372863,0.628806925632737,0.479708939790726,0.529009002853524,0.533913657746532,0.410637013614178,0.587199690667066,0.594542455944148,0.647563659332015,0.488204272633249,0.207271793687885,0.16802998191931,0.653879418969154,0.119239570403641,0.207387644797564,0.241173034025864,0.259772395207123,2.0
1986,48021.557071,0.54619743796282,320.80434783,0.592711633027986,0.635441313649333,0.377133405312549,0.485452948961147,0.509795274498851,0.494098950264066,0.60835189389628,0.591974540505298,0.700406109870866,0.561549677405246,0.17011858864016,0.076230468981098,0.649928444346716,0.158727562531482,0.189567199973173,0.241217897208624,0.258040528657825,2.0
1990,111322.82216999998,0.529399677736675,288.47727273,0.565887058500069,0.58408206087261,0.368785248329891,0.43262951899713,0.465936858600108,0.436094077687767,0.547304504930075,0.547094404996939,0.588270108753712,0.497394714672961,0.113357655806982,0.062870471493383,0.613654459391407,0.107334903857891,0.133817073538076,0.194593048050775,0.196100931895438,2.0
1996,85326.309887,0.543687436900108,282.92405063,0.527191166979036,0.601906305629443,0.39545984819434,0.438131188937262,0.466160259897413,0.356958371264483,0.510016522084186,0.478553157226712,0.642516376535877,0.473794867010678,0.1320143922086,0.094372324468994,0.520943226377948,0.06178039760828,0.145463360790042,0.164324957025207,0.180345814272585,2.0
1998,104955.83564,0.50988205744231,331.73684211,0.505899925022683,0.556927294545882,0.388885467015999,0.407595912342183,0.412672298940572,0.276332658316408,0.528926567986925,0.525204433722699,0.629659083612422,0.384843243322065,0.111918315478325,0.088438813931792,0.585217164076389,0.072507688654708,0.118908619347147,0.198921133744273,0.203685963526368,2.0
1999,22871.393827,0.457142042677577,242.04545455,0.532235526457066,0.567952565171502,0.47624278504674,0.484669826247475,0.53337574005127,0.731682646565321,0.594690737200946,0.607660170008497,0.61280164922156,0.222671698142843,0.177079973234372,0.163918823548933,0.617763967048831,0.446962640779774,0.217295512920473,0.282357441579423,0.278844498279618,2.0
2004,105971.64429999999,0.520535294790017,245.79268293,0.516815548194082,0.555351495742798,0.390345590130279,0.377319252728361,0.399158559896444,0.290016338647751,0.447823501339084,0.445985930687503,0.593704403701582,0.448438430267773,0.085203503170957,0.086218844667861,0.56551982023214,0.00202110991944,0.090975359629987,0.125429497963571,0.127623720909469,2.0
2005,71438.456461,0.455765265971422,259.94827586,0.557133218506351,0.603309447411448,0.304753659642301,0.437304968205024,0.459592080675066,0.318879629240224,0.529644126538187,0.53261208278127,0.646786071360111,0.464332677969118,0.135676653835717,0.066205063092866,0.594026430975646,0.047108018769241,0.156791386136319,0.200261450489052,0.192942861525808,2.0
2008,20651.595452,0.555563156669204,224.81818182,0.573267488866239,0.669077219189824,0.449144670286694,0.524546528184736,0.496026145445334,0.422653740322268,0.557933448134242,0.504208443132607,0.677083450394708,0.427954824389638,0.19188303359457,0.12402089582001,0.567583525503004,0.090790427642295,0.17333236276298,0.151338393019663,0.200909204378321,2.0
2009,45748.991733,0.478773304965438,453.22727273,0.500904478677889,0.556447930088857,0.373418547930026,0.37126589784535,0.399123372464645,0.32011031963658,0.430480154549203,0.451619233300046,0.581740057323037,0.444401580022603,0.098484988168177,0.109282199418309,0.53259773588762,0.036909036434372,0.119418888296023,0.138053417819121,0.12785604336617,2.0
2010,23999.367473,0.409041646608087,341.89473684,0.457998165557551,0.581739525462306,0.242748478817385,0.375442985072732,0.356076606830885,0.491497009992599,0.496681143378102,0.439078245745149,0.605587388193885,0.350180519123872,0.074053917080164,0.039576448584084,0.565463371055071,0.123948899408182,0.078143834824089,0.121882197122241,0.160481336028423,2.0
2024,60532.32515,0.495420084507377,378.34722222,0.599493671346594,0.587644976322298,0.311510456381021,0.390316421510997,0.432527850899431,0.387174022802408,0.542877200025099,0.561855694486035,0.636564234340632,0.500566475877636,0.086152695457444,0.033740741614666,0.66170430790495,0.063877192134147,0.111277780392104,0.212081068505843,0.201921142223808,2.0
2036,55355.562586,0.564406780883519,315.0,0.648262616961893,0.65029581314639,0.403457521564431,0.491089598756087,0.530504552101848,0.374394922244428,0.55571400938612,0.606504149509199,0.49369573201796,0.493698508751513,0.163328036857083,0.093798502160217,0.577401372519406,0.044903472687395,0.192113225809251,0.245353090191128,0.25046874326889,2.0
2039,50989.243462,0.536021535213177,283.0,0.54887226322195,0.558268119229211,0.372571779476417,0.367531909793615,0.387941574329858,0.419850469512098,0.484931284582222,0.529683738619417,0.570852883569487,0.532958523518797,0.064962678466384,0.067795200835003,0.64113984134171,0.102065611233496,0.075321269618184,0.187598777013821,0.155834400064343,2.0
2040,39207.905894,0.541680649774415,265.10344828,0.54853150333677,0.550931690581914,0.351585451619966,0.347312851334518,0.385036008272852,0.366719960360914,0.41760390996933,0.481312638521194,0.561325187768255,0.505276774487844,0.045247630427047,0.055194834604793,0.552542643036161,0.049909532447723,0.064816889146875,0.144168573405061,0.092134461126157,2.0
