,area,PT_NDVI_0,LT_mag,PT_NDVI_2,PT_NDVI_1,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_4,PT_NDVI_3,PT_NDMI_1,PT_NDMI_0,PT_NDVI_5,PT_NDMI_3,PT_NDMI_2,PT_NDMI_5,PT_NDMI_4,label
46,24417.901006,0.59929946064949,261.26666667,0.606398850679398,0.579809627749703,0.691323690793731,0.574297792532227,0.67536250975999,0.664987278255549,0.665625822815028,0.533187794414434,0.6545698358254,0.674170117486607,0.259202784435316,0.395349015566436,0.531680263578892,0.360586328262633,0.354391387917779,0.222259382801977,0.399838385256854,2.0
58,24015.636602,0.576247014278589,284.3125,0.582871900048367,0.543770658415417,0.380813247935716,0.373189632975778,0.469958615857501,0.488687845856644,0.483904883612034,0.449229182892067,0.52618204992871,0.636464120343674,0.07937373879344,0.094646354747373,0.610389346300169,0.184930482229521,0.16466459839843,0.165349112520384,0.208136637196984,2.0
61,37418.297069,0.552067384346208,253.53846154,0.582364103687343,0.549535314538586,0.406800831876584,0.435065811249747,0.526600948465404,0.571914113279599,0.555045964112922,0.500250333725517,0.538223669600131,0.668272848449536,0.120893141004577,0.124501364778227,0.610634492404425,0.267950521921044,0.21150066870362,0.207432574300624,0.289013940674155,2.0
66,26065.607811,0.568605313909815,268.52631579,0.515669333807966,0.544799292341192,0.492095355657821,0.502160708954994,0.568985159092761,0.542396209341414,0.600200626444309,0.520605427153567,0.52407365466686,0.555270004779735,0.203012702946967,0.196002962107354,0.311669347134042,0.291831965142108,0.269173215995444,0.234048379545516,0.309828794700034,2.0
69,17193.646843,0.598405284266318,233.09090909,0.576654909118529,0.594175950173409,0.475730968098487,0.524467841271431,0.578088596943886,0.546135181380856,0.600453653643208,0.540682369662869,0.567177934031333,0.584306438123026,0.216365682501947,0.179434759482261,0.324224352836609,0.300586873485196,0.277783050652473,0.252997209948878,0.327842567236193,2.0
72,27717.645976,0.408937522768974,276.83333333,0.589583617448807,0.57162197470665,0.489453671574593,0.536116333007812,0.624850571155548,0.644181598424912,0.658866696357727,0.302240638434887,0.601947599649429,0.586395990848541,0.250997295081615,0.195978490114212,0.316158078312874,0.357580854892731,0.318549212813377,0.155516998916864,0.369637571573257,2.0
73,43809.783589,0.575138753728022,254.54054054,0.5970445463929,0.553281504142134,0.452124065990689,0.473910924377321,0.530523343176781,0.526264927432507,0.589560719230507,0.251665204197546,0.563474697402761,0.575313887264155,0.177052332442018,0.160680758330641,0.362730068496511,0.274495306837408,0.220793709913387,0.116820042552073,0.28425874777987,2.0
76,21064.807121,0.502317499957587,233.41666667,0.625763042976982,0.612629910832957,0.494406404463868,0.554079984363757,0.611260723126562,0.602541446685791,0.639563704791822,0.497694144123479,0.580799661184612,0.597921035791698,0.24575683631395,0.192992083336178,0.477213698782419,0.326035439968109,0.298533443557589,0.268329152151158,0.372976102327046,2.0
89,85144.980614,0.579206514319307,294.6,0.592175901720398,0.545274146097271,0.402000100204819,0.40728328416222,0.489402065151616,0.499811959698012,0.52544207890567,0.4806183178566,0.570225414084761,0.606276385486126,0.113349230567876,0.119430333204371,0.502339622299922,0.202547667106908,0.18720617532534,0.197674463159944,0.229025038351354,2.0
90,19053.368817,0.596610444433549,342.5,0.602937281131744,0.551583414568621,0.395717974094784,0.432001132298918,0.513708337264903,0.466340821455507,0.488786992781302,0.433933493845603,0.504027636612163,0.636738675482133,0.13828111702905,0.101731868638821,0.539276739253717,0.162472765564042,0.183978256276425,0.144938421490438,0.185880295932293,2.0
95,24650.895699,0.458821673454209,294.0,0.520061627707698,0.426035718484358,0.492217407985167,0.393373603847894,0.554122635586695,0.553025637837974,0.550574587150054,0.296961136500944,0.531122652644461,0.567360323261131,0.119323222135956,0.216007861054756,0.380845574492758,0.292574852027676,0.272878503765572,0.145793657919223,0.297356823628599,2.0
98,19607.319201,0.524693653838975,302.5,0.569898513810975,0.469265850952693,0.46536423606532,0.409557191388948,0.596017376439912,0.604077667423657,0.623568075043815,0.491085345404489,0.552707914369447,0.603009685873985,0.130987817474774,0.187735244844641,0.443881067633629,0.342250928681876,0.301410811394453,0.2307965848861,0.366059209193502,2.0
102,24078.892386,0.407308391013811,301.81818182,0.402104531956273,0.396345804077248,0.376009875258734,0.354810914674471,0.453364154973695,0.476985726938691,0.510692774209865,0.352557176247586,0.522114971695944,0.521741384683653,0.116886298562032,0.13531253242941,0.446242017108341,0.244411732351711,0.21264764314604,0.137735359005218,0.262198081543279,2.0
107,30278.019791,0.531274276199164,269.28,0.476076129961897,0.522485861071834,0.376315934790505,0.394751388165686,0.447769460302812,0.441870810808959,0.48393514752388,0.410253151147454,0.646717752571459,0.597190976142883,0.115974634126933,0.091300847276148,0.572415194025746,0.155091297019411,0.147099125854395,0.133828414535081,0.17648605229678,2.0
108,29668.805294,0.35388904894298,330.57894737,0.384485694316198,0.337080589161729,0.475340639082891,0.36144044011269,0.424403211699342,0.443792755592544,0.449436362059611,0.35519740688351,0.400651542364426,0.447758274539462,0.128880150660099,0.231789274598068,0.400177360424456,0.222544991463985,0.189078770859062,0.122113559641085,0.222912386762646,2.0
115,50351.743864,0.546754887534512,280.0,0.54949060363902,0.501114965975285,0.472052726811833,0.452470866176817,0.54421119093895,0.606194966700342,0.63880897462368,0.469103169110086,0.677837589051988,0.627446543839243,0.14640251191126,0.180828509024448,0.550991405712234,0.338805884619554,0.241436644064056,0.194807474811872,0.360677710837788,2.0
120,28445.137137,0.65213849030289,225.15384615,0.470596857515036,0.581513692350949,0.541289472112469,0.511097632202448,0.70378839969635,0.680205297236349,0.686546640068877,0.492850674718034,0.602835734685262,0.679612661109251,0.180734568366817,0.233235445677065,0.603088818928775,0.38440133952627,0.392260092146256,0.209280753544733,0.392407382820167,2.0
138,22403.784799,0.613811369240284,260.75,0.576878814399242,0.61443548053503,0.411463692784309,0.526012333482504,0.531397212296724,0.585323941707611,0.597194945812225,0.521723813563585,0.68399620205164,0.689932851493359,0.231965309754014,0.12625293508172,0.675616048276424,0.280424334853888,0.232806418836117,0.233356594666839,0.295489244908094,2.0
243,26072.237581,0.62462170834237,269.07142857,0.426965632337205,0.640001862607104,0.496491872883858,0.546724394914952,0.541695169945981,0.509556322655779,0.572325432554204,0.553520006702301,0.636121033354008,0.33862082755312,0.235740741199635,0.162429157842664,0.53829828475384,0.243071210511187,0.246158000002516,0.245477471262851,0.286180299647311,2.0
249,31626.541249,0.530709676575242,339.0,0.578011609483184,0.558983570128156,0.403420283606178,0.594629500518765,0.533341553127556,0.507457046132339,0.579089136500108,0.53871755746373,0.639780953265073,0.454771418320505,0.311839432308548,0.083003317504272,0.548828518704364,0.215691131196524,0.241523288582501,0.227347712767752,0.291304439306259,2.0
250,484795.497,0.508518549311748,372.45733042,0.434895560520894,0.619020633783537,0.361717273800165,0.509582952262337,0.454401486569254,0.553099987706231,0.563970767652866,0.580400930578903,0.630913519504281,0.523284222491145,0.209525728348604,0.049119439614,0.617366557473579,0.24254171705601,0.195139984443425,0.274402154551953,0.279668581632541,2.0
258,30503.958982,0.517514965750954,301.9047619,0.618203999779441,0.591895468668504,0.408651408824054,0.474891566146504,0.515658725933595,0.548506344448436,0.546164385838942,0.577603703195399,0.606887621229345,0.599458358504555,0.180577584627,0.097920179807327,0.704703778570349,0.236898585612124,0.204291947998784,0.268341577324,0.262663697654551,2.0
260,28807.19616,0.546456285394155,288.52380952,0.645931106347304,0.620532889778797,0.45880702825693,0.468446059868886,0.539457783102989,0.518668137490749,0.564903176174714,0.581986587208051,0.616795033216476,0.438728987597502,0.172260866858638,0.127888354401176,0.521617437211367,0.224593929373301,0.231461826711893,0.277591776962464,0.274660623417451,2.0
265,68741.584525,0.513134053637905,331.98611111,0.671275771433307,0.657855779413254,0.33114666143252,0.501647565393679,0.570249636086725,0.538129782965106,0.604452763353625,0.594716360011408,0.673383609902474,0.481915278780845,0.200102194663017,0.032954179418964,0.555326415165778,0.229785444395196,0.25500317410596,0.293826169304309,0.308985363331533,2.0
268,18852.121221,0.521263773826992,280.0,0.684302740237292,0.686216487604029,0.427271656253759,0.574457267627997,0.616373567020192,0.536735226126278,0.625536303309833,0.65969537636813,0.668071536456837,0.49850701935151,0.268509956405443,0.103348902933409,0.758053286987193,0.247812308371067,0.301372084547492,0.348675882991622,0.336253373061909,2.0
271,19976.022454,0.510938213517269,390.28571429,0.528878322492043,0.546011762072643,0.498833208448357,0.474489086204105,0.47771565326386,0.525422490305371,0.523025319394138,0.54472389527493,0.528593229750792,0.484986142151886,0.222834613549316,0.205147546405594,0.484695960664087,0.264763459666736,0.210298381642335,0.282430892189344,0.265156835524572,2.0
294,93754.539665,0.478420083163053,353.38554217,0.483283608975495,0.524338125829866,0.362222610096607,0.508574546794214,0.525462496210132,0.513688865145283,0.529668619999519,0.548329610090989,0.608103952464267,0.523394747245947,0.219402183486512,0.051251328378067,0.480830588989709,0.210684493845384,0.22316506937058,0.258321763672067,0.24414442378212,2.0
