,PT_NDVI_0,LT_mag,PT_NDVI_2,PT_NDVI_1,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_4,PT_NDVI_3,PT_NDMI_1,PT_NDMI_0,PT_NDVI_5,PT_NDMI_3,PT_NDMI_2,PT_NDMI_5,PT_NDMI_4,Area,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,NDVI_slope,NDVI_intercept,NDVI_rvalue,NDVI_pvalue,NDMI_slope,NDMI_intercept,NDMI_rvalue,NDMI_pvalue,NBR_slope,NBR_intercept,NBR_rvalue,NBR_pvalue,label
647,0.5187319273600001,250.9625,0.5021685678,0.55803234535,0.37684725875,0.42989285812,0.44029463986,0.5730008413600001,0.36336959607,0.5557013952800001,0.4241858234000001,0.50516867897,0.092114013398,0.046388766176,0.5856017824399999,0.23795099887,0.10719591202,0.21255162275,0.14992700469,108993.7818,0.025871480183000003,1808.2353834000005,6.8397167988,0.0065237731599,455.96608227,1.724708465,1.9294484862,-0.0022843870220000057,0.521884600658,-0.05831598111207386,0.925791892699342,0.028360631137399995,0.0748660169334,0.7016807281269536,0.1865939259710604,0.017469203053000017,0.420044256979,0.30985807240560426,0.6118838091823591,1.0
308,0.48628396098,292.68571429,0.66363623248,0.53430313174,0.50062328388,0.44272857339,0.52034784985,0.53490276276,0.56026075384,0.53662204441,0.67675710102,0.65057702155,0.13696286752,0.1714490172,0.60003410864,0.20343485343,0.1780537298,0.19225136389000005,0.21395475747,43789.140592,0.01131877258,1972.7504698,4.7253691839,0.0041136563095000005,716.96973852,1.7173721462,1.333002036,0.014458282233999987,0.581686672384,0.3909795152058221,0.5151803761578571,0.014647802041000003,0.140988108299,0.7734480479123014,0.1249530373707057,0.022769984603000015,0.4506624430409999,0.8007961665973427,0.10348035073585536,2.0
665,0.46151829794,276.19379845,0.54945342497,0.46720330941,0.31565118828,0.27305233933,0.34613006579000005,0.3627689408300001,0.30856075888,0.44401446242,0.42162876205,0.46572659478,0.0067319053326,0.027156358905,0.57115758719,0.045872930519,0.038766101867,0.11396005547,0.0064601509201,160425.86867,0.039346209444,1868.1201903,8.5734152049,0.008707636536799998,413.43020977,1.8973665961,2.418515777,0.008008389263999983,0.4710087678880002,0.2016128327334256,0.7450483842426937,0.01821503493279,-0.012286875976630002,0.6559990972815772,0.229289920121762,0.030435493926999988,0.2555988316690001,0.746852160586175,0.14695175499396054,2.0
761,0.61049568176,254.1875,0.5302329593899999,0.5295464927,0.59103549123,0.57591569483,0.4552163320800001,0.49202898264,0.6708422017100001,0.69572852254,0.7035937011200001,0.4215884459000001,0.2673156333,0.26524637759,0.7835159814399999,0.22786784902,0.1913840425,0.39164748967,0.33140418887,30249.593054,0.0097018050685,2671.6677791,5.0911688246,0.003256315463,896.71901668,1.7088007491,1.4361922095,0.068129971921,0.3893056003470001,0.7352080501965679,0.15690654591177064,0.03886838591100002,0.16531868293899993,0.7649169320191992,0.13189414460983695,0.04552515250499999,0.4413708892450001,0.6790197936379525,0.20746658213825345,1.0
54,0.6004788712100001,301.6,0.5899527717,0.64692525133,0.5516738901199999,0.5241080094699999,0.51889599139,0.48716363647,0.68456939728,0.6975530626299999,0.6900642148899999,0.45791523399,0.21395198881,0.1988547091,0.61135969335,0.22744352082,0.26306517014,0.3918813486300001,0.39950241197,34645.64944,0.0097018050685,2154.5707895,4.572004572,0.0030727110328,682.38574052,1.4480242379,1.2897386777,0.0028980327229999768,0.590549334883,0.05227942910570427,0.9334660974780986,0.04922959614700002,0.15148009963299994,0.865245214903441,0.058166239667623576,0.051256351221000016,0.4286889657849999,0.8084208124337844,0.09771579721792163,2.0
849,0.5499884307399999,385.33333333,0.6002783387899999,0.52028615624,0.45601092167,0.47452994213,0.5674469523100001,0.6803331330399999,0.6055405646600001,0.62210340202,0.61786732823,0.66111052632,0.17804320577,0.17115596235,0.6743896484399999,0.41536521688,0.27400817582,0.33182030544,0.3344047945,12115.675973,0.0075458483867,5194.9095703,6.260990337000001,0.0025424068323000003,1750.3099596000004,2.109502311,1.7661927653999998,0.032579597384000014,0.517047607452,0.8454751629137901,0.07120323979671793,0.036795081802000015,0.19634309427599994,0.6626997983260084,0.22287559020182585,0.033324053213000006,0.490018639193,0.6907494792045766,0.1965846119880413,3.0
542,0.55477691018,299.41538462,0.62865929833,0.52757090307,0.39511221945,0.46677515071,0.52082148263,0.5276379754899999,0.40063919379,0.55999147502,0.43010819623,0.61071843642,0.17774310823,0.11646441927,0.5683006653399999,0.22600116776,0.23463068547,0.258289894,0.16141547864,72085.78443,0.017786642626,1883.8683057,5.7885829274,0.0047982146759,508.20184238,1.561557408,1.6329290956,-0.011709157756000016,0.588198973146,-0.2340013293692738,0.7048020644095783,0.008787836470999994,0.18525255740700006,0.3425197864099478,0.5725743849058309,0.006625035977999994,0.475297947594,0.16743383513494506,0.787816918051742,2.0
63,0.58483655317,309.01333333,0.5884888632899999,0.5240835076100001,0.44153841643,0.5007581789,0.53256807915,0.61431037872,0.57983032186,0.47886391586,0.66673779953,0.71311609965,0.1604912206,0.11584579857,0.48246312628,0.30063152429,0.19416418862,0.22979857144,0.26327866052,78169.34939199999,0.017786642626,1736.8998564,5.558202679,0.0049692346192,485.25531647,1.5528514152,1.5679400274000002,-0.0004991826420000179,0.5964754271980001,-0.008225004209925153,0.9895277174630369,0.020772917358,0.16735408101999996,0.5944476995574237,0.2904271552927452,0.00034737166300001786,0.5402240599089999,0.00985149474496057,0.987456890211076,2.0
812,0.49994400012,485.65961945,0.38698999477,0.46242859307,0.40914690647,0.39062150898,0.43729306836,0.4821768788800001,0.50407096838,0.51198131018,0.49860569352,0.5635284931100001,0.12313904963,0.1396886557,0.53428775125,0.25221630182,0.20579771054,0.29639240748,0.25908821875,601694.63855,0.13744223847,1903.8544703,16.176217732,0.052500976029,727.2452706,6.1790846020000005,4.5632267729,0.025533401511000028,0.4125679006109999,0.5887323583678723,0.2962941359234485,0.039979722391000005,0.107387570471,0.9498294596022115,0.013387868869550738,0.030949750242,0.3723794962300001,0.9630317165322714,0.008485057000708703,3.0
203,0.5410849785,314.24,0.42333787128,0.4927264288600001,0.33688309767,0.3863880998800001,0.26672297106,0.45103721141,0.4682675925,0.42269733351,0.60639335233,0.60735822622,0.073903964219,0.030095113034,0.57091320082,0.11157700616,-0.02738642155,0.089318804236,0.12236760815,92961.408905,0.02317653433,1922.3847808,6.6748945211,0.007773412364199999,644.76808356,2.2387604143,1.88295298,0.03394290249699999,0.4383171084110001,0.6689562534468303,0.21693217239959728,0.0180583709734,0.019781079322800016,0.4781208443822119,0.4153000015946475,0.027416308869999982,0.3167737150620001,0.5405579148546363,0.3469075806721077,2.0
597,0.53058543637,357.85462555,0.4883304025399999,0.61136076098,0.36970252303,0.4795354361300001,0.38913569935,0.56482703776,0.55536217644,0.5379573146500001,0.63323746865,0.6656045536199999,0.14458646441,0.064826610226,0.6230826200899999,0.21346699343,0.059513392885,0.17916046144,0.19943461994000006,185208.30181,0.025332491012,1056.9729429,5.1745296961000005,0.0073310453067,305.88055981,1.4974726183000002,1.4597078771,0.016835078432999983,0.5538179258770001,0.3919672497470323,0.5140231251260936,0.0209069221115,0.09651162008649997,0.5377903694504407,0.3498752594922065,0.028307023413,0.42044246262699997,0.6137172464147511,0.27087562881346383,2.0
166,0.55792818709,262.30769231,0.6200798183,0.5157562590899999,0.47137982453,0.44386822248,0.50235334111,0.52547616348,0.53800515503,0.60263347044,0.57893733135,0.59991941365,0.1321855068,0.13846491602,0.49919026,0.18965614732,0.17350691392999998,0.36952665812,0.19987587086,22944.467995,0.0086238267276,2896.1168336,4.9975603804,0.0030489831794000004,1023.9319261,1.7669044172,1.4097857549,-0.00742744851299998,0.5850589620169999,-0.22215028709182708,0.7194934836464921,0.05010512595700001,0.06263484153499996,0.8681703869370513,0.05630843706064799,0.03531823098400001,0.416512577556,0.9699195337434788,0.0062343529213954385,2.0
